time,_Eihop,_P0,hops,d,_R,_Nb
34401983,0.507,0.136,2,67,250,90
35498739,0.795,0.165,1,135,250,90
39426299,0.72,0.50,1,135,250,90
42464749,0.421,0.122,2,67,250,90
42714835,0.122,0.64,1,135,250,90
49239817,0.486,0.136,1,135,250,90
53480467,0.752,0.169,2,67,250,90
53730320,0.21,0.28,1,135,250,90
57004365,0.75,0.50,2,67,250,90
62952086,0.32,0.36,1,135,250,90
66663454,0.226,0.90,2,67,250,90
71246351,0.79,0.50,1,135,250,90
71457793,0.835,0.176,2,67,250,90
76226247,0.126,0.68,1,135,250,90
78660485,0.187,0.75,2,67,250,90
78917829,0.10,0.18,1,135,250,90
79223163,0.273,0.100,2,67,250,90
85973386,0.291,0.108,2,67,250,90
86176585,0.392,0.122,1,135,250,90
93264669,0.241,0.90,2,67,250,90
93949031,0.07,0.18,2,67,250,90
96458263,0.21,0.28,1,135,250,90
97230576,0.75,0.50,2,67,250,90
101653129,0.32,0.36,1,135,250,90
104936266,0.154,0.75,2,67,250,90
112163373,0.446,0.129,2,67,250,90
112418079,0.846,0.176,1,135,250,90
112677628,0.133,0.68,1,135,250,90
121663494,0.792,0.172,2,67,250,90
124248442,0.86,0.57,2,67,250,90
127402894,0.284,0.104,1,135,250,90
127933606,0.680,0.158,2,67,250,90
128168225,0.838,0.169,1,135,250,90
128402063,0.21,0.28,1,135,250,90
129199262,0.417,0.118,2,67,250,90
133403597,0.291,0.108,1,135,250,90
134199223,0.475,0.136,2,67,250,90
140983449,0.140,0.72,2,67,250,90
141254414,0.360,0.111,1,135,250,90
145167741,0.97,0.57,2,67,250,90
149233671,0.450,0.129,1,135,250,90
149496360,0.241,0.97,1,135,250,90
149660560,0.403,0.126,2,67,250,90
151649681,0.36,0.36,2,67,250,90
152153647,0.72,0.50,1,135,250,90
156653254,0.32,0.36,1,135,250,90
161967895,0.424,0.126,2,67,250,90
166176475,0.57,0.46,1,135,250,90
167732725,0.129,0.64,1,135,250,90
172217773,0.795,0.165,2,67,250,90
