time,_Eihop,_P0,hops,d,_R,_Nb
34601237,0.507,0.136,2,67,250,90
35907784,0.831,0.172,1,135,250,90
37624061,0.79,0.54,1,135,250,90
45845426,0.421,0.122,2,67,250,90
49882549,0.126,0.64,1,135,250,90
52632263,0.18,0.25,2,67,250,90
52898110,0.111,0.64,1,135,250,90
58845524,0.705,0.158,2,67,250,90
61360916,0.86,0.57,2,67,250,90
67367416,0.280,0.104,1,135,250,90
73345580,0.07,0.18,1,135,250,90
75635223,0.244,0.97,2,67,250,90
79126960,0.208,0.82,1,135,250,90
82085672,0.212,0.90,1,135,250,90
87838390,0.183,0.82,1,135,250,90
91079873,0.241,0.97,2,67,250,90
95601440,0.813,0.169,2,67,250,90
95882571,0.07,0.18,2,67,250,90
98889786,0.172,0.79,2,67,250,90
101104458,0.532,0.133,1,135,250,90
105088318,0.165,0.75,2,67,250,90
108890003,0.766,0.162,1,135,250,90
112111319,0.07,0.18,1,135,250,90
114927769,0.108,0.64,2,67,250,90
117901707,0.316,0.108,1,135,250,90
124876983,0.428,0.122,2,67,250,90
125117208,0.237,0.97,2,67,250,90
129143074,0.226,0.93,1,135,250,90
132354702,0.43,0.39,1,135,250,90
132592676,0.07,0.18,2,67,250,90
132842670,0.36,0.36,2,67,250,90
133139976,0.122,0.64,1,135,250,90
135639932,0.75,0.54,1,135,250,90
140921843,0.831,0.172,2,67,250,90
144424016,0.190,0.86,1,135,250,90
154642851,0.18,0.28,1,135,250,90
157093032,0.676,0.158,2,67,250,90
162658700,0.507,0.136,1,135,250,90
165617331,0.32,0.36,1,135,250,90
165882846,0.115,0.68,2,67,250,90
171342833,0.46,0.39,2,67,250,90
174667363,0.126,0.61,1,135,250,90
175101694,0.324,0.100,2,67,250,90
175414377,0.878,0.183,1,135,250,90
179627327,0.514,0.136,1,135,250,90
181845834,0.118,0.68,2,67,250,90
182086129,0.399,0.122,1,135,250,90
185108746,0.136,0.68,2,67,250,90
192854742,0.277,0.93,2,67,250,90
193140129,0.262,0.97,1,135,250,90
195330083,0.230,0.90,1,135,250,90
197624385,0.280,0.93,2,67,250,90
200885703,0.28,0.32,2,67,250,90
204424204,0.306,0.104,1,135,250,90
208127492,0.406,0.118,1,135,250,90
208351703,0.298,0.100,2,67,250,90
211390081,0.381,0.118,2,67,250,90
214901559,0.313,0.104,1,135,250,90
215148508,0.295,0.108,2,67,250,90
218655797,0.874,0.176,1,135,250,90
218835852,0.219,0.90,1,135,250,90
222330001,0.471,0.126,1,135,250,90
227131256,0.18,0.28,2,67,250,90
230595747,0.25,0.28,1,135,250,90
234148692,0.18,0.25,1,135,250,90
234351558,0.788,0.172,2,67,250,90
242842952,0.190,0.86,1,135,250,90
245874052,0.46,0.39,2,67,250,90
248345914,0.558,0.140,1,135,250,90
256167951,0.507,0.136,2,67,250,90
259627330,0.741,0.158,1,135,250,90
259858760,0.07,0.18,1,135,250,90
263140285,0.237,0.97,2,67,250,90
263343062,0.518,0.140,1,135,250,90
270330091,0.745,0.165,2,67,250,90
270592959,0.100,0.57,1,135,250,90
272924038,0.07,0.18,2,67,250,90
288405882,0.597,0.151,1,135,250,90
291601772,0.57,0.46,2,67,250,90
291898790,0.748,0.165,2,67,250,90
292133156,0.147,0.72,1,135,250,90
302839035,0.910,0.183,2,67,250,90
306852001,0.666,0.158,1,135,250,90
312611589,0.446,0.129,2,67,250,90
315096017,0.698,0.162,1,135,250,90
324096241,0.651,0.154,1,135,250,90
327080016,0.36,0.36,2,67,250,90
327414562,0.396,0.115,1,135,250,90
327624510,0.846,0.180,1,135,250,90
327874447,0.507,0.136,1,135,250,90
334358896,0.270,0.100,1,135,250,90
336829916,0.28,0.32,2,67,250,90
340095949,0.270,0.97,1,135,250,90
340335911,0.118,0.61,2,67,250,90
343414506,0.316,0.108,1,135,250,90
343836015,0.752,0.169,1,135,250,90
344133006,0.194,0.79,1,135,250,90
344358554,0.07,0.10,2,67,250,90
344601481,0.572,0.144,2,67,250,90
348374515,0.518,0.140,1,135,250,90
355148690,0.795,0.169,2,67,250,90
358111710,0.604,0.147,1,135,250,90
358351914,0.378,0.115,1,135,250,90
360648602,0.698,0.165,2,67,250,90
360889849,0.100,0.57,2,67,250,90
361085668,0.212,0.79,2,67,250,90
364874289,0.151,0.75,2,67,250,90
365148600,0.532,0.140,2,67,250,90
365390105,0.525,0.133,1,135,250,90
365648507,0.97,0.57,1,135,250,90
372361865,0.489,0.133,1,135,250,90
372867257,0.144,0.72,2,67,250,90
375151247,0.118,0.68,2,67,250,90
375398580,0.136,0.64,1,135,250,90
379361556,0.910,0.183,2,67,250,90
382588424,0.115,0.68,2,67,250,90
382835631,0.18,0.28,2,67,250,90
383092943,0.774,0.162,1,135,250,90
390892672,0.252,0.93,1,135,250,90
394095782,0.561,0.133,2,67,250,90
397595958,0.187,0.86,1,135,250,90
403390196,0.194,0.79,1,135,250,90
406604584,0.97,0.57,2,67,250,90
406874580,0.648,0.154,1,135,250,90
