time,_Eihop,_P0,hops,d,_R,_Nb
34599577,0.320,0.86,2,67,250,90
35671870,0.500,0.104,1,135,250,90
46209113,0.39,0.28,1,135,250,90
46388017,0.252,0.75,2,67,250,90
48903948,0.115,0.50,1,135,250,90
50521651,0.464,0.100,2,67,250,90
54794697,0.464,0.97,1,135,250,90
55153695,0.165,0.61,2,67,250,90
55491746,0.482,0.104,1,135,250,90
65506191,0.471,0.104,1,135,250,90
81419859,0.144,0.57,2,67,250,90
94603032,0.82,0.43,1,135,250,90
97641261,0.133,0.54,2,67,250,90
97850194,0.03,0.10,1,135,250,90
101747748,0.43,0.32,2,67,250,90
105850128,0.97,0.46,2,67,250,90
106022072,0.118,0.50,1,135,250,90
109266265,0.82,0.43,1,135,250,90
112287726,0.36,0.28,1,135,250,90
134775278,0.39,0.28,1,135,250,90
138025635,0.03,0.10,1,135,250,90
150478350,0.432,0.93,2,67,250,90
173891532,0.144,0.57,2,67,250,90
178172799,0.18,0.18,1,135,250,90
183716723,0.169,0.61,2,67,250,90
187110365,0.406,0.93,1,135,250,90
190337996,0.529,0.111,1,135,250,90
193891446,0.54,0.36,1,135,250,90
197462897,0.241,0.75,1,135,250,90
197663114,0.352,0.90,1,135,250,90
201053585,0.54,0.36,1,135,250,90
201185254,0.187,0.61,1,135,250,90
214950991,0.32,0.28,1,135,250,90
215319132,0.259,0.75,1,135,250,90
219985177,0.115,0.50,1,135,250,90
229607268,0.25,0.25,1,135,250,90
235313354,0.306,0.82,1,135,250,90
237806504,0.126,0.54,1,135,250,90
249079106,0.21,0.21,1,135,250,90
249241045,0.514,0.108,1,135,250,90
259975805,0.14,0.18,1,135,250,90
282263541,0.03,0.10,1,135,250,90
286388626,0.64,0.36,2,67,250,90
290688687,0.453,0.100,1,135,250,90
294763639,0.277,0.79,1,135,250,90
298147478,0.122,0.54,1,135,250,90
301391923,0.147,0.57,1,135,250,90
307647610,0.43,0.32,1,135,250,90
307975350,0.75,0.39,1,135,250,90
308178791,0.111,0.50,1,135,250,90
312250648,0.32,0.28,1,135,250,90
320500998,0.270,0.75,1,135,250,90
320678614,0.363,0.90,1,135,250,90
330685596,0.298,0.82,1,135,250,90
333900461,0.144,0.57,1,135,250,90
334060629,0.241,0.75,1,135,250,90
337247790,0.151,0.57,1,135,250,90
344962678,0.03,0.10,1,135,250,90
366181625,0.100,0.46,1,135,250,90
383141496,0.270,0.79,1,135,250,90
391038176,0.97,0.46,1,135,250,90
