time,_Eihop,_P0,hops,d,_R,_Nb
33109173,0.223,0.82,1,135,250,90
37881697,0.176,0.72,1,135,250,90
42312487,0.10,0.18,2,67,250,90
45368891,0.43,0.36,1,135,250,90
51827769,0.151,0.64,1,135,250,90
57244564,0.03,0.10,1,135,250,90
61276966,0.54,0.39,2,67,250,90
65031592,0.298,0.97,1,135,250,90
73758558,0.144,0.61,1,135,250,90
74200517,0.129,0.64,1,135,250,90
78512823,0.10,0.18,1,135,250,90
80419241,0.576,0.129,2,67,250,90
87906606,0.716,0.147,1,135,250,90
88502913,0.266,0.86,1,135,250,90
99539921,0.216,0.79,2,67,250,90
120606888,0.396,0.111,1,135,250,90
123914851,0.43,0.36,2,67,250,90
127935020,0.219,0.82,2,67,250,90
131485171,0.302,0.86,1,135,250,90
135219430,0.730,0.147,1,135,250,90
135375281,0.79,0.50,1,135,250,90
145437826,0.79,0.50,1,135,250,90
148969206,0.61,0.43,2,67,250,90
151833544,0.633,0.133,1,135,250,90
152091187,0.64,0.43,2,67,250,90
152250660,0.453,0.115,1,135,250,90
156028539,0.190,0.75,2,67,250,90
158291862,0.363,0.104,1,135,250,90
161000547,0.248,0.86,2,67,250,90
161287516,0.158,0.64,1,135,250,90
161459308,0.478,0.118,1,135,250,90
168149920,0.576,0.133,1,135,250,90
168318476,0.72,0.43,1,135,250,90
168568292,0.32,0.32,2,67,250,90
168711367,0.108,0.57,1,135,250,90
175836803,0.363,0.104,2,67,250,90
178718947,0.374,0.100,1,135,250,90
182667747,0.658,0.144,2,67,250,90
184959478,0.133,0.64,1,135,250,90
190243051,0.21,0.25,1,135,250,90
195039928,0.03,0.10,1,135,250,90
195240336,0.525,0.126,1,135,250,90
195374792,0.248,0.79,2,67,250,90
199593924,0.248,0.86,1,135,250,90
203093879,0.302,0.97,1,135,250,90
203325217,0.21,0.25,2,67,250,90
203552622,0.594,0.136,1,135,250,90
207668544,0.61,0.43,1,135,250,90
208920823,0.342,0.104,1,135,250,90
209153305,0.514,0.122,2,67,250,90
214555011,0.536,0.129,1,135,250,90
217675396,0.162,0.72,1,135,250,90
223925828,0.378,0.108,1,135,250,90
231627910,0.277,0.90,2,67,250,90
239149315,0.450,0.115,1,135,250,90
242462066,0.72,0.43,2,67,250,90
245379011,0.536,0.129,1,135,250,90
245606362,0.284,0.90,2,67,250,90
245793819,0.25,0.25,1,135,250,90
246247394,0.468,0.118,1,135,250,90
251630342,0.36,0.32,2,67,250,90
252677616,0.162,0.72,1,135,250,90
257879322,0.237,0.82,2,67,250,90
261262983,0.03,0.10,1,135,250,90
262952914,0.180,0.72,1,135,250,90
267937626,0.248,0.86,2,67,250,90
268297287,0.194,0.79,1,135,250,90
274130266,0.266,0.90,2,67,250,90
274403421,0.03,0.10,2,67,250,90
275179008,0.651,0.136,1,135,250,90
277678917,0.162,0.72,1,135,250,90
281011547,0.07,0.18,1,135,250,90
298531525,0.637,0.140,2,67,250,90
306840546,0.594,0.136,1,135,250,90
309965683,0.187,0.75,1,135,250,90
310247455,0.280,0.90,1,135,250,90
310653631,0.90,0.50,1,135,250,90
317122671,0.486,0.122,1,135,250,90
322934666,0.03,0.10,2,67,250,90
323093384,0.75,0.46,2,67,250,90
326281406,0.03,0.10,1,135,250,90
329973159,0.637,0.140,1,135,250,90
332921075,0.187,0.75,1,135,250,90
343570898,0.104,0.57,2,67,250,90
343718579,0.622,0.136,1,135,250,90
346227153,0.306,0.97,1,135,250,90
355648975,0.396,0.104,2,67,250,90
355817956,0.43,0.36,1,135,250,90
358577752,0.295,0.93,1,135,250,90
366428937,0.136,0.64,1,135,250,90
366700461,0.460,0.111,2,67,250,90
369343395,0.489,0.118,2,67,250,90
371883549,0.482,0.122,1,135,250,90
373327741,0.259,0.90,1,135,250,90
375200161,0.43,0.36,2,67,250,90
378131817,0.234,0.86,1,135,250,90
383521093,0.273,0.90,1,135,250,90
391500253,0.608,0.133,2,67,250,90
394761203,0.03,0.10,1,135,250,90
397484294,0.396,0.111,2,67,250,90
397715934,0.10,0.18,1,135,250,90
401466044,0.273,0.86,1,135,250,90
403726554,0.295,0.90,1,135,250,90
409761543,0.126,0.61,2,67,250,90
409975992,0.655,0.144,1,135,250,90
413928376,0.36,0.28,2,67,250,90
418099294,0.428,0.111,1,135,250,90
422470654,0.464,0.118,2,67,250,90
427680495,0.788,0.158,1,135,250,90
430812420,0.255,0.86,1,135,250,90
432478007,0.122,0.61,1,135,250,90
435810761,0.03,0.10,1,135,250,90
442531281,0.169,0.72,2,67,250,90
451070988,0.183,0.72,2,67,250,90
453305833,0.687,0.144,1,135,250,90
453559717,0.79,0.50,1,135,250,90
457512756,0.18,0.25,2,67,250,90
457747257,0.136,0.61,1,135,250,90
464556081,0.633,0.136,2,67,250,90
464786685,0.03,0.10,1,135,250,90
469803905,0.565,0.129,1,135,250,90
477056672,0.03,0.10,2,67,250,90
477341047,0.219,0.82,2,67,250,90
479809530,0.32,0.32,1,135,250,90
484146132,0.378,0.104,1,135,250,90
491093901,0.702,0.144,2,67,250,90
500015679,0.129,0.61,1,135,250,90
503547106,0.698,0.144,1,135,250,90
513149573,0.187,0.75,1,135,250,90
516094091,0.295,0.93,2,67,250,90
516224222,0.25,0.25,2,67,250,90
516450593,0.684,0.144,1,135,250,90
516661669,0.03,0.10,1,135,250,90
520021514,0.543,0.122,1,135,250,90
525828298,0.277,0.90,2,67,250,90
526044371,0.720,0.151,1,135,250,90
528132134,0.201,0.75,1,135,250,90
532702345,0.162,0.72,1,135,250,90
539143015,0.03,0.10,1,135,250,90
548310449,0.392,0.104,2,67,250,90
548552787,0.612,0.140,1,135,250,90
551859374,0.709,0.147,2,67,250,90
554560734,0.716,0.144,1,135,250,90
554786798,0.270,0.93,1,135,250,90
555827034,0.03,0.10,1,135,250,90
