time,_Eihop,_P0,hops,d,_R,_Nb
40499696,0.194,0.90,1,135,250,90
43899832,0.07,0.14,2,67,250,90
53632397,0.439,0.129,2,67,250,90
57366327,0.601,0.158,1,135,250,90
60749587,1.90,0.219,1,135,250,90
63600585,0.111,0.72,2,67,250,90
71088060,0.255,0.104,1,135,250,90
73603261,0.21,0.25,2,67,250,90
79812335,0.561,0.151,1,135,250,90
82350573,0.61,0.50,2,67,250,90
82678923,0.104,0.61,1,135,250,90
88596371,0.03,0.14,1,135,250,90
92631978,0.338,0.122,2,67,250,90
95150441,0.921,0.198,1,135,250,90
102031179,0.241,0.100,2,67,250,90
105740906,0.154,0.75,2,67,250,90
106053782,0.475,0.140,1,135,250,90
113609370,0.129,0.72,1,135,250,90
125460133,1.123,0.226,1,135,250,90
135131970,0.838,0.180,2,67,250,90
138003768,0.295,0.104,1,135,250,90
142054046,0.108,0.72,1,135,250,90
145491348,0.03,0.14,1,135,250,90
153249939,0.07,0.14,1,135,250,90
159178659,0.468,0.133,2,67,250,90
169257163,0.450,0.129,2,67,250,90
173284503,0.327,0.115,1,135,250,90
176081248,0.464,0.147,1,135,250,90
178600925,0.212,0.100,1,135,250,90
182624710,0.25,0.28,1,135,250,90
182928731,0.14,0.28,1,135,250,90
186366073,1.11,0.205,1,135,250,90
189562561,0.712,0.176,1,135,250,90
189850696,0.565,0.162,1,135,250,90
193259775,0.327,0.118,1,135,250,90
196393403,0.439,0.144,1,135,250,90
201415812,0.68,0.57,1,135,250,90
203556436,0.871,0.187,1,135,250,90
203921943,0.435,0.126,1,135,250,90
207031211,0.126,0.68,1,135,250,90
210812121,0.03,0.14,2,67,250,90
213861909,0.576,0.158,1,135,250,90
217069929,0.651,0.158,2,67,250,90
220756827,0.219,0.93,1,135,250,90
224834869,0.25,0.32,1,135,250,90
231991124,0.766,0.176,2,67,250,90
239546938,0.518,0.140,1,135,250,90
246750036,0.378,0.122,2,67,250,90
269213265,0.421,0.133,1,135,250,90
272650558,0.950,0.205,1,135,250,90
