time,_Eihop,_P0,hops,d,_R,_Nb
35553776,0.07,0.14,2,67,250,90
38390405,0.90,0.43,1,135,250,90
41981570,0.190,0.64,1,135,250,90
47300931,0.43,0.32,2,67,250,90
47660563,0.115,0.50,1,135,250,90
49450052,0.320,0.86,1,135,250,90
60191987,0.352,0.90,1,135,250,90
70194956,0.10,0.14,1,135,250,90
83395124,0.464,0.104,2,67,250,90
93906773,0.147,0.54,2,67,250,90
108363966,0.500,0.108,1,135,250,90
112332789,0.97,0.46,1,135,250,90
112466184,0.10,0.14,2,67,250,90
118007395,0.108,0.50,1,135,250,90
120515841,0.140,0.57,2,67,250,90
133538708,0.46,0.32,1,135,250,90
142654082,0.478,0.104,1,135,250,90
155726605,0.374,0.90,1,135,250,90
163032149,0.07,0.14,1,135,250,90
167313368,0.03,0.10,1,135,250,90
174622803,0.183,0.64,1,135,250,90
189788627,0.82,0.43,1,135,250,90
196036210,0.162,0.61,1,135,250,90
205851261,0.421,0.97,1,135,250,90
206075894,0.43,0.32,1,135,250,90
209281925,0.104,0.50,1,135,250,90
211778935,0.352,0.90,1,135,250,90
215351158,0.25,0.25,1,135,250,90
228754637,0.208,0.68,1,135,250,90
242129750,0.453,0.100,1,135,250,90
242504709,0.291,0.82,1,135,250,90
252313401,0.504,0.104,1,135,250,90
272285844,0.313,0.82,1,135,250,90
278754819,0.21,0.21,1,135,250,90
279254572,0.496,0.108,1,135,250,90
281945149,0.194,0.64,1,135,250,90
285507443,0.450,0.100,1,135,250,90
305700981,0.10,0.14,1,135,250,90
309950675,0.82,0.43,1,135,250,90
316579026,0.446,0.100,1,135,250,90
316747651,0.97,0.46,1,135,250,90
324960460,0.226,0.72,1,135,250,90
328747743,0.356,0.90,1,135,250,90
329091371,0.266,0.79,1,135,250,90
329457674,0.122,0.54,1,135,250,90
331929110,0.270,0.79,1,135,250,90
335888278,0.284,0.79,1,135,250,90
355663786,0.03,0.10,1,135,250,90
373360248,0.532,0.111,1,135,250,90
373551483,0.82,0.43,1,135,250,90
397288636,0.68,0.39,1,135,250,90
408375712,0.180,0.64,2,67,250,90
411598447,0.68,0.39,1,135,250,90
417804260,0.36,0.28,1,135,250,90
420656711,0.144,0.57,1,135,250,90
420872683,0.313,0.82,1,135,250,90
421223300,0.03,0.10,1,135,250,90
421575757,0.219,0.64,1,135,250,90
446958045,0.212,0.72,1,135,250,90
457810274,0.320,0.86,1,135,250,90
458013459,0.201,0.68,1,135,250,90
461044612,0.54,0.36,1,135,250,90
474429525,0.39,0.28,1,135,250,90
485491884,0.108,0.50,1,135,250,90
493523142,0.241,0.72,1,135,250,90
500656678,0.158,0.61,2,67,250,90
517614015,0.500,0.108,1,135,250,90
517826067,0.122,0.54,1,135,250,90
531192097,0.403,0.93,1,135,250,90
534935288,0.104,0.50,1,135,250,90
535325973,0.385,0.93,1,135,250,90
539247859,0.21,0.21,1,135,250,90
550663836,0.478,0.104,1,135,250,90
550864118,0.295,0.82,1,135,250,90
554785860,0.43,0.32,1,135,250,90
568154072,0.266,0.75,1,135,250,90
578013659,0.532,0.111,1,135,250,90
593007830,0.428,0.97,1,135,250,90
597445022,0.07,0.14,1,135,250,90
603685315,0.144,0.57,1,135,250,90
603879613,0.14,0.18,1,135,250,90
606583029,0.396,0.93,1,135,250,90
613504498,0.406,0.97,1,135,250,90
613723460,0.118,0.54,1,135,250,90
627288920,0.57,0.36,1,135,250,90
629976402,0.493,0.108,1,135,250,90
630285679,0.10,0.14,1,135,250,90
638004707,0.64,0.36,1,135,250,90
638192320,0.529,0.111,1,135,250,90
641891090,0.79,0.43,1,135,250,90
647797410,0.262,0.79,1,135,250,90
654404006,0.378,0.93,1,135,250,90
660106976,0.03,0.10,1,135,250,90
660294575,0.158,0.61,1,135,250,90
660669532,0.28,0.25,1,135,250,90
660825756,0.21,0.25,1,135,250,90
661191936,0.54,0.36,1,135,250,90
675313000,0.356,0.90,2,67,250,90
687976341,0.392,0.93,1,135,250,90
688160897,0.72,0.39,1,135,250,90
705654115,0.21,0.25,1,135,250,90
705997794,0.316,0.86,1,135,250,90
708857036,0.82,0.43,1,135,250,90
730672622,0.327,0.86,2,67,250,90
730817133,0.554,0.111,1,135,250,90
735136307,0.68,0.39,1,135,250,90
755832836,0.190,0.64,1,135,250,90
758851117,0.07,0.14,1,135,250,90
761719473,0.147,0.57,1,135,250,90
764388215,0.32,0.28,1,135,250,90
764607129,0.140,0.57,1,135,250,90
767975991,0.43,0.32,1,135,250,90
775098249,0.378,0.93,1,135,250,90
775285712,0.212,0.72,1,135,250,90
775457692,0.424,0.100,1,135,250,90
781888215,0.10,0.14,1,135,250,90
802629835,0.03,0.10,1,135,250,90
805116952,0.21,0.21,1,135,250,90
813685336,0.25,0.25,1,135,250,90
814028972,0.262,0.79,1,135,250,90
828500812,0.237,0.75,1,135,250,90
828685446,0.262,0.79,1,135,250,90
832241729,0.554,0.111,2,67,250,90
846020557,0.306,0.82,1,135,250,90
850460573,0.54,0.36,1,135,250,90
861703918,0.471,0.104,1,135,250,90
865809330,0.43,0.32,1,135,250,90
876208060,0.277,0.79,1,135,250,90
876544884,0.313,0.86,1,135,250,90
879766329,0.46,0.32,1,135,250,90
884047654,0.424,0.97,1,135,250,90
