time,_Eihop,_P0,hops,d,_R,_Nb
31677204,0.07,0.14,2,67,250,90
34027182,0.154,0.57,1,135,250,90
37221757,0.25,0.25,1,135,250,90
44185408,0.194,0.64,1,135,250,90
49542399,0.262,0.79,1,135,250,90
54038154,0.43,0.32,2,67,250,90
57780026,0.464,0.104,2,67,250,90
61714901,0.507,0.104,1,135,250,90
61870982,0.82,0.43,1,135,250,90
62254288,0.165,0.61,2,67,250,90
69928693,0.10,0.14,2,67,250,90
73819906,0.14,0.18,1,135,250,90
78462511,0.151,0.57,1,135,250,90
85426190,0.381,0.93,2,67,250,90
85594798,0.180,0.64,1,135,250,90
86682324,0.03,0.10,1,135,250,90
87024494,0.122,0.46,2,67,250,90
99353955,0.388,0.93,1,135,250,90
99704754,0.244,0.75,1,135,250,90
103100594,0.72,0.39,1,135,250,90
111674581,0.104,0.50,2,67,250,90
117957560,0.111,0.50,1,135,250,90
121694814,0.126,0.54,2,67,250,90
125448956,0.226,0.72,1,135,250,90
129542809,0.100,0.46,2,67,250,90
132589878,0.378,0.93,1,135,250,90
136672617,0.25,0.25,1,135,250,90
139707967,0.194,0.64,1,135,250,90
140062208,0.97,0.46,1,135,250,90
144027179,0.82,0.43,2,67,250,90
145597683,0.406,0.93,1,135,250,90
146678034,0.03,0.10,1,135,250,90
158311198,0.72,0.39,2,67,250,90
163842805,0.496,0.104,1,135,250,90
166846311,0.403,0.97,2,67,250,90
179521406,0.18,0.18,1,135,250,90
192202068,0.57,0.36,1,135,250,90
195083064,0.237,0.75,1,135,250,90
195410730,0.399,0.97,2,67,250,90
198304665,0.468,0.104,1,135,250,90
201846818,0.14,0.18,2,67,250,90
205624004,0.82,0.43,1,135,250,90
206308007,0.144,0.57,2,67,250,90
211310486,0.273,0.79,1,135,250,90
219371364,0.442,0.100,1,135,250,90
223308575,0.234,0.72,1,135,250,90
223839810,0.21,0.21,1,135,250,90
230248775,0.460,0.100,2,67,250,90
234344485,0.10,0.14,1,135,250,90
234723399,0.270,0.75,1,135,250,90
234902242,0.550,0.111,2,67,250,90
238453053,0.518,0.108,1,135,250,90
238667727,0.28,0.25,2,67,250,90
241507394,0.25,0.25,1,135,250,90
242019446,0.57,0.36,1,135,250,90
245804442,0.82,0.43,2,67,250,90
254186375,0.03,0.10,1,135,250,90
254336760,0.46,0.32,2,67,250,90
262911212,0.68,0.39,1,135,250,90
267764597,0.14,0.18,2,67,250,90
270949189,0.309,0.79,1,135,250,90
275231538,0.442,0.100,2,67,250,90
279011863,0.122,0.54,1,135,250,90
282912475,0.460,0.100,2,67,250,90
287376373,0.180,0.64,2,67,250,90
292193727,0.471,0.104,1,135,250,90
298661286,0.360,0.93,1,135,250,90
302732373,0.97,0.46,1,135,250,90
303086596,0.03,0.10,1,135,250,90
303480511,0.61,0.36,1,135,250,90
303645168,0.129,0.54,2,67,250,90
310586085,0.180,0.64,1,135,250,90
313088904,0.572,0.115,1,135,250,90
317023409,0.32,0.25,1,135,250,90
317230558,0.129,0.54,1,135,250,90
317728235,0.356,0.90,1,135,250,90
321123628,0.241,0.72,1,135,250,90
324545685,0.500,0.108,2,67,250,90
328295839,0.482,0.100,1,135,250,90
328620769,0.68,0.39,1,135,250,90
328816883,0.03,0.10,1,135,250,90
332936495,0.140,0.57,1,135,250,90
333277372,0.313,0.82,1,135,250,90
333790209,0.03,0.10,1,135,250,90
339157584,0.277,0.79,2,67,250,90
343628890,0.72,0.39,1,135,250,90
352936340,0.198,0.64,1,135,250,90
358439136,0.349,0.86,2,67,250,90
366652687,0.460,0.100,2,67,250,90
368976890,0.212,0.72,1,135,250,90
372022663,0.54,0.36,1,135,250,90
377726076,0.370,0.90,2,67,250,90
378121053,0.46,0.32,1,135,250,90
381112629,0.68,0.39,2,67,250,90
386115172,0.108,0.50,1,135,250,90
390043885,0.327,0.86,2,67,250,90
394011559,0.259,0.75,2,67,250,90
397582631,0.266,0.79,1,135,250,90
397714382,0.370,0.90,2,67,250,90
398436279,0.496,0.104,1,135,250,90
406114298,0.518,0.108,1,135,250,90
412723832,0.03,0.10,1,135,250,90
413078026,0.129,0.54,2,67,250,90
417181091,0.262,0.79,2,67,250,90
423616332,0.252,0.75,1,135,250,90
426116128,0.547,0.111,2,67,250,90
426332759,0.03,0.10,2,67,250,90
426480216,0.25,0.25,2,67,250,90
426683683,0.302,0.82,1,135,250,90
429151690,0.104,0.50,2,67,250,90
429321238,0.64,0.39,1,135,250,90
434321482,0.511,0.108,2,67,250,90
445754531,0.10,0.14,1,135,250,90
449864183,0.03,0.10,2,67,250,90
450211874,0.25,0.25,2,67,250,90
453457692,0.496,0.108,2,67,250,90
460585479,0.43,0.32,2,67,250,90
463431982,0.97,0.46,2,67,250,90
463652395,0.226,0.72,1,135,250,90
463785787,0.363,0.90,1,135,250,90
467720100,0.25,0.25,1,135,250,90
468073882,0.565,0.115,2,67,250,90
480214894,0.511,0.108,1,135,250,90
480386669,0.277,0.79,1,135,250,90
480566865,0.14,0.18,1,135,250,90
486290107,0.39,0.28,2,67,250,90
489694959,0.223,0.72,1,135,250,90
493467567,0.07,0.14,2,67,250,90
494004709,0.230,0.72,1,135,250,90
496491773,0.03,0.10,2,67,250,90
496683387,0.82,0.43,2,67,250,90
500039032,0.406,0.97,1,135,250,90
500222930,0.25,0.25,2,67,250,90
506105555,0.543,0.111,1,135,250,90
506282521,0.378,0.93,2,67,250,90
523252063,0.93,0.46,1,135,250,90
523426407,0.61,0.36,1,135,250,90
526287478,0.291,0.82,2,67,250,90
533989412,0.547,0.111,1,135,250,90
534364214,0.07,0.14,1,135,250,90
537179738,0.453,0.100,2,67,250,90
540750865,0.43,0.32,1,135,250,90
540942323,0.201,0.68,2,67,250,90
547545734,0.75,0.39,1,135,250,90
551311801,0.496,0.104,1,135,250,90
553811508,0.03,0.10,2,67,250,90
558963770,0.306,0.82,1,135,250,90
566292969,0.219,0.68,1,135,250,90
566661063,0.07,0.14,2,67,250,90
569701949,0.72,0.39,2,67,250,90
573599816,0.331,0.86,1,135,250,90
580926617,0.457,0.104,1,135,250,90
585030486,0.486,0.104,1,135,250,90
589320725,0.46,0.32,1,135,250,90
595567977,0.82,0.43,2,67,250,90
608067651,0.410,0.93,1,135,250,90
612165738,0.118,0.54,1,135,250,90
612355498,0.363,0.90,1,135,250,90
612706834,0.64,0.39,2,67,250,90
615206851,0.446,0.100,1,135,250,90
615598549,0.75,0.39,1,135,250,90
615770447,0.536,0.108,1,135,250,90
619714953,0.86,0.43,1,135,250,90
619848316,0.32,0.28,1,135,250,90
620067289,0.234,0.75,1,135,250,90
622887171,0.07,0.14,1,135,250,90
623090001,0.532,0.111,1,135,250,90
632876790,0.147,0.57,1,135,250,90
644136248,0.201,0.68,1,135,250,90
644324019,0.32,0.28,2,67,250,90
647567352,0.147,0.57,2,67,250,90
651655459,0.392,0.93,1,135,250,90
657349478,0.349,0.90,1,135,250,90
659849026,0.140,0.57,1,135,250,90
660017123,0.374,0.93,2,67,250,90
663280327,0.345,0.90,1,135,250,90
663426505,0.208,0.68,1,135,250,90
668598321,0.03,0.10,1,135,250,90
668767087,0.374,0.93,2,67,250,90
669131104,0.424,0.97,1,135,250,90
671990710,0.50,0.32,1,135,250,90
675601095,0.115,0.50,1,135,250,90
682165874,0.511,0.108,2,67,250,90
684489738,0.219,0.72,1,135,250,90
688074213,0.262,0.79,1,135,250,90
691124002,0.500,0.108,2,67,250,90
691449251,0.262,0.79,1,135,250,90
693774679,0.03,0.10,1,135,250,90
699667206,0.118,0.54,2,67,250,90
699848306,0.525,0.111,1,135,250,90
700027098,0.248,0.75,1,135,250,90
710907801,0.230,0.72,1,135,250,90
717166197,0.54,0.36,1,135,250,90
717370927,0.25,0.25,2,67,250,90
719848352,0.151,0.57,1,135,250,90
720214768,0.14,0.18,1,135,250,90
727170473,0.316,0.86,2,67,250,90
734844163,0.115,0.50,1,135,250,90
738983551,0.223,0.72,2,67,250,90
752339866,0.212,0.72,1,135,250,90
752715023,0.129,0.54,1,135,250,90
752868299,0.82,0.43,2,67,250,90
753051323,0.406,0.97,2,67,250,90
753227703,0.57,0.36,1,135,250,90
762538835,0.07,0.14,2,67,250,90
765561243,0.378,0.93,2,67,250,90
769124207,0.536,0.111,2,67,250,90
769324202,0.97,0.46,1,135,250,90
773249179,0.266,0.79,1,135,250,90
783234153,0.190,0.64,1,135,250,90
787014818,0.68,0.39,1,135,250,90
790742120,0.237,0.75,2,67,250,90
790942504,0.111,0.50,1,135,250,90
799670898,0.486,0.104,1,135,250,90
799839764,0.43,0.32,1,135,250,90
803584849,0.460,0.104,2,67,250,90
810195206,0.151,0.57,2,67,250,90
813409514,0.54,0.36,1,135,250,90
819496203,0.342,0.90,1,135,250,90
822155776,0.03,0.10,2,67,250,90
827339901,0.450,0.100,1,135,250,90
843586133,0.237,0.75,1,135,250,90
843761659,0.36,0.28,1,135,250,90
843942141,0.64,0.39,1,135,250,90
848404081,0.486,0.104,2,67,250,90
858242354,0.248,0.75,1,135,250,90
860764589,0.57,0.36,1,135,250,90
864124010,0.190,0.64,1,135,250,90
864332989,0.03,0.10,1,135,250,90
864649524,0.363,0.93,1,135,250,90
864839682,0.183,0.64,1,135,250,90
865188156,0.176,0.61,1,135,250,90
868940768,0.03,0.10,1,135,250,90
869120829,0.32,0.28,1,135,250,90
869324139,0.03,0.10,1,135,250,90
869496151,0.525,0.108,1,135,250,90
869830433,0.547,0.111,2,67,250,90
870000947,0.111,0.50,1,135,250,90
878779801,0.03,0.10,2,67,250,90
893264784,0.201,0.68,1,135,250,90
893621030,0.54,0.36,1,135,250,90
895741774,0.241,0.75,2,67,250,90
896078819,0.514,0.108,2,67,250,90
903578386,0.313,0.86,2,67,250,90
903770443,0.525,0.111,1,135,250,90
906820169,0.82,0.43,1,135,250,90
911251531,0.579,0.118,2,67,250,90
911464863,0.280,0.79,1,135,250,90
915363188,0.54,0.36,1,135,250,90
919117241,0.320,0.86,2,67,250,90
923070129,0.25,0.25,1,135,250,90
929112359,0.565,0.115,2,67,250,90
932862170,0.252,0.75,1,135,250,90
936639656,0.46,0.32,1,135,250,90
951108448,0.223,0.72,2,67,250,90
953436694,0.219,0.72,1,135,250,90
965898327,0.140,0.57,2,67,250,90
969112426,0.39,0.32,2,67,250,90
969462932,0.352,0.90,1,135,250,90
969683696,0.266,0.79,1,135,250,90
972714879,0.68,0.39,1,135,250,90
978751497,0.154,0.61,2,67,250,90
987358638,0.568,0.115,1,135,250,90
991607798,0.64,0.39,1,135,250,90
991792990,0.259,0.79,1,135,250,90
991989276,0.356,0.90,1,135,250,90
1000754833,0.136,0.57,1,135,250,90
1004285697,0.572,0.115,1,135,250,90
1004457765,0.82,0.43,1,135,250,90
1004676618,0.367,0.90,1,135,250,90
1009655158,0.03,0.10,1,135,250,90
1025927063,0.550,0.111,1,135,250,90
1031964801,0.54,0.36,1,135,250,90
1032183936,0.482,0.104,1,135,250,90
