time,_Eihop,_P0,hops,d,_R,_Nb
34252687,0.07,0.14,2,67,250,90
37490300,0.154,0.57,1,135,250,90
37674809,0.46,0.32,1,135,250,90
44424365,0.43,0.32,2,67,250,90
59628013,0.75,0.39,1,135,250,90
63714455,0.115,0.50,1,135,250,90
77643695,0.432,0.97,2,67,250,90
81768684,0.165,0.61,2,67,250,90
82096646,0.68,0.39,1,135,250,90
86058629,0.10,0.14,2,67,250,90
86230609,0.396,0.93,1,135,250,90
94627887,0.25,0.21,2,67,250,90
98167778,0.32,0.25,1,135,250,90
110479954,0.154,0.57,2,67,250,90
110706335,0.439,0.97,1,135,250,90
118893637,0.57,0.36,1,135,250,90
128912470,0.482,0.104,2,67,250,90
129097059,0.363,0.90,1,135,250,90
152302988,0.118,0.50,2,67,250,90
163155646,0.320,0.86,1,135,250,90
163550209,0.190,0.64,1,135,250,90
167090007,0.363,0.90,1,135,250,90
167277374,0.25,0.25,1,135,250,90
175139849,0.500,0.104,1,135,250,90
178865438,0.126,0.54,1,135,250,90
182480617,0.36,0.28,2,67,250,90
182659426,0.421,0.97,1,135,250,90
195693758,0.237,0.72,1,135,250,90
224943511,0.277,0.79,1,135,250,90
225152493,0.352,0.90,1,135,250,90
225480412,0.208,0.68,1,135,250,90
225690678,0.280,0.79,1,135,250,90
259405587,0.162,0.61,1,135,250,90
269787411,0.14,0.18,1,135,250,90
282081216,0.266,0.79,1,135,250,90
282621192,0.223,0.68,1,135,250,90
290131168,0.122,0.54,1,135,250,90
296209397,0.392,0.97,1,135,250,90
296362201,0.396,0.93,2,67,250,90
299081265,0.21,0.21,1,135,250,90
299409300,0.57,0.36,1,135,250,90
306902247,0.43,0.32,1,135,250,90
311177837,0.104,0.50,1,135,250,90
311355423,0.468,0.104,1,135,250,90
318855357,0.162,0.61,1,135,250,90
319074356,0.540,0.111,1,135,250,90
329780334,0.28,0.25,1,135,250,90
338530484,0.97,0.46,1,135,250,90
343674842,0.36,0.28,1,135,250,90
349784487,0.64,0.39,1,135,250,90
353152431,0.32,0.28,1,135,250,90
359581128,0.169,0.61,1,135,250,90
359940584,0.64,0.39,1,135,250,90
375655352,0.118,0.50,2,67,250,90
