time,_Eihop,_P0,hops,d,_R,_Nb
43486734,0.522,0.140,2,67,250,90
47223641,0.813,0.169,1,135,250,90
49738783,0.82,0.57,2,67,250,90
53948003,0.738,0.165,1,135,250,90
60951176,0.381,0.115,1,135,250,90
63216649,0.813,0.172,2,67,250,90
63487250,0.284,0.104,1,135,250,90
66198054,0.673,0.151,2,67,250,90
66486907,0.07,0.18,1,135,250,90
77182576,0.295,0.108,2,67,250,90
82689282,0.208,0.82,2,67,250,90
82979831,0.381,0.118,1,135,250,90
86432637,0.622,0.147,1,135,250,90
100431764,0.43,0.36,1,135,250,90
111739720,0.360,0.111,2,67,250,90
112205168,0.43,0.36,2,67,250,90
116720988,0.716,0.158,1,135,250,90
120201145,0.241,0.90,2,67,250,90
123435549,0.126,0.64,1,135,250,90
131182735,0.18,0.28,1,135,250,90
131479856,0.115,0.64,1,135,250,90
131682355,0.07,0.18,2,67,250,90
138479856,0.349,0.115,1,135,250,90
138698433,0.388,0.118,1,135,250,90
141736570,0.54,0.46,1,135,250,90
142205232,0.32,0.36,1,135,250,90
159708415,0.622,0.147,1,135,250,90
159932518,0.10,0.18,1,135,250,90
170967172,0.151,0.75,1,135,250,90
173467112,0.201,0.86,1,135,250,90
173939313,0.162,0.64,2,67,250,90
177431836,0.608,0.140,1,135,250,90
177698402,0.594,0.147,1,135,250,90
180185465,0.648,0.151,2,67,250,90
183229673,0.784,0.165,1,135,250,90
183463948,0.180,0.79,1,135,250,90
183689373,0.352,0.115,1,135,250,90
187189328,0.57,0.46,1,135,250,90
189955173,0.140,0.72,1,135,250,90
198208324,0.241,0.97,1,135,250,90
200932664,0.435,0.122,1,135,250,90
201220740,0.104,0.61,2,67,250,90
204973635,0.669,0.151,1,135,250,90
205205141,0.352,0.108,1,135,250,90
209213735,0.759,0.169,2,67,250,90
215439290,0.54,0.46,1,135,250,90
218692191,0.176,0.79,2,67,250,90
220951199,0.147,0.75,1,135,250,90
230431863,0.752,0.169,2,67,250,90
233237100,0.313,0.104,1,135,250,90
239729480,0.633,0.151,2,67,250,90
242970921,0.522,0.140,1,135,250,90
243205086,0.435,0.126,2,67,250,90
255236371,0.61,0.43,1,135,250,90
258723961,0.07,0.18,1,135,250,90
261448402,0.561,0.133,2,67,250,90
268220989,0.475,0.126,1,135,250,90
268464016,0.18,0.28,1,135,250,90
271451321,0.82,0.57,1,135,250,90
275487269,0.190,0.82,1,135,250,90
279705163,0.82,0.57,1,135,250,90
288432566,0.306,0.100,2,67,250,90
288698327,0.54,0.46,1,135,250,90
292705306,0.601,0.151,1,135,250,90
292979594,0.57,0.46,1,135,250,90
298448325,0.57,0.46,1,135,250,90
302201492,0.392,0.118,1,135,250,90
302448435,0.522,0.140,1,135,250,90
304979640,0.421,0.122,2,67,250,90
305182381,0.122,0.61,1,135,250,90
311442328,0.03,0.10,1,135,250,90
314708260,0.928,0.187,1,135,250,90
318229802,0.457,0.129,1,135,250,90
337736451,0.219,0.90,2,67,250,90
341236677,0.824,0.172,1,135,250,90
341682597,0.576,0.147,2,67,250,90
347708385,0.820,0.165,1,135,250,90
348198325,0.57,0.46,1,135,250,90
354455152,0.738,0.165,2,67,250,90
362448473,0.262,0.97,1,135,250,90
362682657,0.792,0.172,1,135,250,90
364948294,0.18,0.28,1,135,250,90
365213854,0.07,0.18,1,135,250,90
368214047,0.475,0.136,1,135,250,90
381942667,0.781,0.165,1,135,250,90
382198586,0.410,0.118,1,135,250,90
382448434,0.374,0.115,1,135,250,90
395239563,0.345,0.108,1,135,250,90
398229650,0.54,0.46,1,135,250,90
398439279,0.763,0.169,2,67,250,90
400682203,0.802,0.165,2,67,250,90
404439432,0.572,0.144,1,135,250,90
407482700,0.849,0.180,1,135,250,90
407955341,0.424,0.122,1,135,250,90
408189270,0.32,0.36,1,135,250,90
411935413,0.378,0.118,2,67,250,90
421458453,0.601,0.147,1,135,250,90
424237262,0.07,0.18,1,135,250,90
427698209,0.32,0.36,2,67,250,90
427932310,0.50,0.43,1,135,250,90
438182555,0.86,0.57,1,135,250,90
440448353,0.529,0.133,2,67,250,90
440698291,0.619,0.147,2,67,250,90
446736868,0.10,0.18,2,67,250,90
451979632,0.151,0.75,1,135,250,90
460732622,0.342,0.115,1,135,250,90
463432678,0.385,0.118,1,135,250,90
466189490,0.320,0.108,1,135,250,90
470192141,0.493,0.129,2,67,250,90
476955299,0.320,0.108,1,135,250,90
479692352,0.586,0.147,1,135,250,90
479979515,0.230,0.93,1,135,250,90
493723823,0.50,0.39,1,135,250,90
496470732,0.532,0.140,2,67,250,90
499987239,0.493,0.133,1,135,250,90
511185856,0.878,0.183,1,135,250,90
520474188,0.457,0.129,1,135,250,90
528983269,0.10,0.18,1,135,250,90
535185740,0.399,0.122,1,135,250,90
557970822,0.90,0.57,2,67,250,90
558198587,0.403,0.122,1,135,250,90
561223937,0.244,0.97,1,135,250,90
561698324,0.21,0.28,1,135,250,90
565689469,0.630,0.151,1,135,250,90
570964171,0.684,0.162,1,135,250,90
574705232,0.201,0.86,1,135,250,90
576982730,0.831,0.176,1,135,250,90
579705362,0.964,0.194,1,135,250,90
583229641,0.18,0.28,1,135,250,90
583470784,0.82,0.57,1,135,250,90
595974059,0.190,0.82,1,135,250,90
596229867,0.550,0.136,1,135,250,90
612948652,0.115,0.68,1,135,250,90
617182710,0.03,0.10,1,135,250,90
620966990,0.100,0.61,2,67,250,90
635986683,0.828,0.176,2,67,250,90
639239621,0.676,0.151,1,135,250,90
639720985,0.417,0.118,1,135,250,90
639970927,0.698,0.165,1,135,250,90
642467061,0.723,0.162,1,135,250,90
642729472,0.50,0.43,1,135,250,90
649720930,0.612,0.151,1,135,250,90
653705233,0.115,0.68,1,135,250,90
661705363,0.684,0.162,1,135,250,90
664942282,0.18,0.25,1,135,250,90
665220928,0.522,0.140,1,135,250,90
665714048,0.320,0.104,1,135,250,90
704717030,0.54,0.46,1,135,250,90
712736672,0.241,0.97,1,135,250,90
722205432,0.867,0.183,1,135,250,90
725955427,0.180,0.79,1,135,250,90
729989496,0.07,0.18,1,135,250,90
730439271,0.180,0.79,2,67,250,90
735942463,0.817,0.176,2,67,250,90
738973878,0.558,0.140,1,135,250,90
739182490,0.07,0.18,1,135,250,90
746486713,0.331,0.111,1,135,250,90
746939402,0.201,0.86,1,135,250,90
749720796,0.190,0.86,1,135,250,90
757192410,0.39,0.39,1,135,250,90
759714049,0.590,0.147,1,135,250,90
782458448,0.342,0.111,1,135,250,90
787230046,0.946,0.190,1,135,250,90
800442644,0.439,0.118,1,135,250,90
800720975,0.54,0.46,1,135,250,90
804708514,0.309,0.100,1,135,250,90
808714048,0.169,0.79,2,67,250,90
808932669,0.10,0.18,1,135,250,90
809205305,0.464,0.129,1,135,250,90
815482525,0.82,0.57,1,135,250,90
823442282,0.32,0.36,1,135,250,90
826448391,0.25,0.28,1,135,250,90
826682495,0.07,0.18,1,135,250,90
830432533,0.241,0.97,1,135,250,90
833448434,0.867,0.176,1,135,250,90
839692414,0.568,0.144,1,135,250,90
847198333,0.543,0.136,1,135,250,90
855486438,0.25,0.28,1,135,250,90
855970882,0.100,0.57,1,135,250,90
866983217,0.201,0.82,2,67,250,90
878189377,0.14,0.21,1,135,250,90
884939393,0.424,0.122,2,67,250,90
888229845,0.831,0.176,1,135,250,90
895455187,0.36,0.36,1,135,250,90
898216955,0.61,0.46,1,135,250,90
916479786,0.169,0.75,2,67,250,90
920948639,0.788,0.176,1,135,250,90
928723836,0.550,0.140,2,67,250,90
