time,_Eihop,_P0,hops,d,_R,_Nb
35872234,0.136,0.64,1,135,250,90
39978775,0.597,0.136,1,135,250,90
41666407,0.32,0.32,1,135,250,90
106475180,0.720,0.147,1,135,250,90
106916818,0.705,0.147,1,135,250,90
111896760,0.46,0.36,1,135,250,90
112065818,0.381,0.108,1,135,250,90
115622504,0.313,0.97,1,135,250,90
116065846,0.86,0.50,1,135,250,90
116284674,0.428,0.115,1,135,250,90
120200428,0.356,0.104,1,135,250,90
123802799,0.223,0.82,1,135,250,90
124628207,0.565,0.129,1,135,250,90
124815612,0.334,0.100,1,135,250,90
124994397,0.93,0.50,1,135,250,90
129013042,0.25,0.21,1,135,250,90
140443324,0.345,0.104,1,135,250,90
140619553,0.266,0.90,1,135,250,90
144800013,0.262,0.90,1,135,250,90
145215786,0.648,0.140,1,135,250,90
159606643,0.219,0.82,2,67,250,90
163760311,0.306,0.97,1,135,250,90
163994744,0.133,0.64,1,135,250,90
166505914,0.133,0.64,1,135,250,90
178385354,0.219,0.82,2,67,250,90
178572920,0.334,0.100,1,135,250,90
178752761,0.18,0.25,1,135,250,90
182950482,0.10,0.18,1,135,250,90
189371231,0.201,0.75,1,135,250,90
193143824,0.187,0.75,1,135,250,90
208130711,0.32,0.32,1,135,250,90
214216124,0.64,0.43,1,135,250,90
218378164,0.18,0.25,1,135,250,90
218557182,0.378,0.108,1,135,250,90
218807036,0.46,0.39,1,135,250,90
221869289,0.61,0.43,1,135,250,90
226512908,0.93,0.50,1,135,250,90
233365132,0.550,0.129,1,135,250,90
239794200,0.223,0.82,1,135,250,90
246450148,0.183,0.75,2,67,250,90
249377807,0.79,0.46,1,135,250,90
268378532,0.36,0.32,1,135,250,90
268604354,0.388,0.108,1,135,250,90
274810108,0.104,0.57,1,135,250,90
275057293,0.331,0.100,2,67,250,90
278747249,0.115,0.57,2,67,250,90
282497438,0.673,0.140,1,135,250,90
282729241,0.565,0.129,2,67,250,90
284994533,0.248,0.82,1,135,250,90
285253400,0.669,0.140,1,135,250,90
287503235,0.428,0.115,1,135,250,90
291479097,0.478,0.122,2,67,250,90
291690877,0.187,0.72,1,135,250,90
294168929,0.18,0.25,1,135,250,90
294409333,0.10,0.18,1,135,250,90
294572475,0.176,0.72,1,135,250,90
302902459,0.165,0.72,1,135,250,90
309574447,0.486,0.122,1,135,250,90
318987430,0.622,0.136,1,135,250,90
322739930,0.43,0.36,1,135,250,90
324612368,0.468,0.118,1,135,250,90
336065655,0.162,0.72,1,135,250,90
336252746,0.50,0.39,1,135,250,90
340440473,0.669,0.140,1,135,250,90
341299827,0.07,0.14,1,135,250,90
348808842,0.309,0.97,1,135,250,90
354806919,0.226,0.82,1,135,250,90
362713148,0.770,0.154,1,135,250,90
367349449,0.522,0.126,1,135,250,90
370612209,0.61,0.43,1,135,250,90
375669195,0.126,0.61,1,135,250,90
376277744,0.10,0.18,1,135,250,90
382291005,0.79,0.50,2,67,250,90
382534040,0.46,0.36,1,135,250,90
386510080,0.18,0.25,1,135,250,90
395653464,0.32,0.32,1,135,250,90
402322745,0.522,0.126,1,135,250,90
402752888,0.86,0.50,1,135,250,90
407721318,0.07,0.10,2,67,250,90
410035569,0.604,0.136,1,135,250,90
413807091,0.302,0.97,1,135,250,90
418972490,0.349,0.104,1,135,250,90
422567872,0.32,0.32,2,67,250,90
425244552,0.640,0.140,1,135,250,90
426261694,0.10,0.18,1,135,250,90
438369417,0.03,0.10,1,135,250,90
438565242,0.03,0.10,1,135,250,90
443988229,0.352,0.104,1,135,250,90
471887844,0.21,0.25,1,135,250,90
472119601,0.154,0.68,1,135,250,90
478134943,0.522,0.126,2,67,250,90
481041121,0.219,0.82,2,67,250,90
486450341,0.752,0.151,1,135,250,90
486721821,0.50,0.39,1,135,250,90
490224440,0.133,0.64,1,135,250,90
490440507,0.698,0.144,1,135,250,90
496681897,0.93,0.50,1,135,250,90
497330988,0.266,0.90,1,135,250,90
502715933,0.637,0.136,1,135,250,90
503369415,0.46,0.36,1,135,250,90
508166422,0.187,0.75,1,135,250,90
512737391,0.752,0.151,2,67,250,90
518606965,0.669,0.140,1,135,250,90
522541567,0.428,0.115,1,135,250,90
529646226,0.212,0.79,1,135,250,90
532150910,0.162,0.72,1,135,250,90
534411638,0.133,0.64,2,67,250,90
537541626,0.478,0.115,1,135,250,90
537916204,0.104,0.57,1,135,250,90
552528742,0.658,0.144,1,135,250,90
559619439,0.259,0.90,2,67,250,90
560025852,0.507,0.122,1,135,250,90
560213041,0.03,0.10,1,135,250,90
563994592,0.345,0.104,1,135,250,90
572315291,0.10,0.18,2,67,250,90
575893613,0.327,0.97,1,135,250,90
576112437,0.626,0.136,1,135,250,90
578565332,0.633,0.136,2,67,250,90
578746569,0.244,0.79,1,135,250,90
585465916,0.32,0.32,1,135,250,90
589849219,0.18,0.25,1,135,250,90
597760148,0.133,0.64,1,135,250,90
604597526,0.486,0.122,1,135,250,90
610284141,0.46,0.36,1,135,250,90
612737359,0.108,0.57,1,135,250,90
619378717,0.432,0.115,1,135,250,90
627544344,0.597,0.136,1,135,250,90
630247165,0.10,0.18,1,135,250,90
639005688,0.18,0.25,1,135,250,90
639400791,0.403,0.111,2,67,250,90
645035173,0.604,0.136,1,135,250,90
648994623,0.345,0.104,1,135,250,90
656315502,0.471,0.111,2,67,250,90
656541489,0.302,0.97,1,135,250,90
657152866,0.64,0.43,1,135,250,90
668135035,0.345,0.104,1,135,250,90
676690471,0.21,0.25,1,135,250,90
684190426,0.453,0.115,2,67,250,90
687525716,0.64,0.46,1,135,250,90
696690536,0.414,0.111,2,67,250,90
696893684,0.169,0.72,1,135,250,90
699653691,0.165,0.72,1,135,250,90
706088318,0.32,0.32,1,135,250,90
711690510,0.694,0.144,2,67,250,90
711885095,0.716,0.144,1,135,250,90
716300050,0.302,0.97,1,135,250,90
721887813,0.50,0.39,1,135,250,90
722159300,0.428,0.115,2,67,250,90
722322726,0.687,0.144,1,135,250,90
725709026,0.655,0.140,1,135,250,90
732159309,0.604,0.136,2,67,250,90
735072669,0.298,0.90,1,135,250,90
737987427,0.396,0.111,1,135,250,90
738143378,0.133,0.61,1,135,250,90
742943169,0.716,0.144,1,135,250,90
745838031,0.10,0.18,1,135,250,90
752534120,0.10,0.18,1,135,250,90
754041495,0.331,0.100,1,135,250,90
757574314,0.111,0.57,1,135,250,90
766338286,0.10,0.18,1,135,250,90
775011884,0.597,0.136,1,135,250,90
776518622,0.428,0.115,2,67,250,90
779809128,0.493,0.118,1,135,250,90
781746159,0.36,0.32,1,135,250,90
792122207,0.226,0.82,2,67,250,90
792322615,0.320,0.97,1,135,250,90
794840527,0.529,0.126,1,135,250,90
796494399,0.18,0.25,1,135,250,90
808802444,0.478,0.118,2,67,250,90
809003032,0.770,0.154,1,135,250,90
814606198,0.43,0.32,2,67,250,90
815065453,0.118,0.57,1,135,250,90
819034202,0.169,0.68,1,135,250,90
820034010,0.579,0.133,1,135,250,90
821300379,0.10,0.18,1,135,250,90
833002972,0.46,0.36,1,135,250,90
844012858,0.453,0.115,2,67,250,90
844213342,0.687,0.144,1,135,250,90
848421718,0.46,0.39,1,135,250,90
852150799,0.208,0.79,1,135,250,90
852947614,0.147,0.64,1,135,250,90
857369327,0.219,0.82,2,67,250,90
859831005,0.468,0.115,1,135,250,90
862362260,0.82,0.50,1,135,250,90
872947455,0.61,0.43,1,135,250,90
877541367,0.104,0.57,1,135,250,90
883190443,0.187,0.75,1,135,250,90
893174849,0.540,0.129,1,135,250,90
896713217,0.248,0.86,1,135,250,90
899619494,0.442,0.115,1,135,250,90
902964940,0.165,0.72,1,135,250,90
909887036,0.550,0.129,1,135,250,90
916760216,0.302,0.97,1,135,250,90
922153646,0.334,0.100,1,135,250,90
922353841,0.72,0.46,1,135,250,90
938190605,0.136,0.64,1,135,250,90
938362156,0.183,0.72,2,67,250,90
940721876,0.36,0.32,1,135,250,90
944395748,0.32,0.32,2,67,250,90
944650861,0.522,0.126,1,135,250,90
955878125,0.558,0.126,1,135,250,90
956541534,0.309,0.97,1,135,250,90
956728854,0.75,0.46,1,135,250,90
956940408,0.406,0.108,2,67,250,90
957330751,0.50,0.36,1,135,250,90
968158961,0.36,0.32,1,135,250,90
972181937,0.172,0.68,2,67,250,90
976081044,0.687,0.144,1,135,250,90
980916346,0.61,0.43,1,135,250,90
981268312,0.10,0.18,1,135,250,90
1004856887,0.622,0.136,1,135,250,90
1005018592,0.266,0.90,1,135,250,90
1011909193,0.302,0.97,2,67,250,90
1014411897,0.61,0.43,1,135,250,90
1020927679,0.223,0.82,1,135,250,90
1026927715,0.21,0.25,1,135,250,90
1027135306,0.291,0.93,1,135,250,90
1031503043,0.126,0.61,1,135,250,90
1038588421,0.39,0.32,1,135,250,90
1039041670,0.522,0.126,1,135,250,90
1041115324,0.720,0.151,1,135,250,90
1041322852,0.612,0.133,1,135,250,90
1041934216,0.36,0.28,1,135,250,90
1048637099,0.266,0.90,1,135,250,90
1055722058,0.770,0.154,1,135,250,90
1056143682,0.03,0.10,1,135,250,90
1070307074,0.536,0.129,2,67,250,90
1070455984,0.525,0.126,1,135,250,90
1098591462,0.579,0.133,1,135,250,90
1105463423,0.259,0.90,1,135,250,90
1105682023,0.133,0.64,1,135,250,90
1109237734,0.147,0.64,1,135,250,90
1111911970,0.86,0.50,1,135,250,90
1112175374,0.702,0.147,1,135,250,90
1115653378,0.374,0.104,2,67,250,90
1118209006,0.554,0.126,1,135,250,90
1118572527,0.277,0.90,1,135,250,90
1118831106,0.39,0.32,1,135,250,90
1118994399,0.367,0.104,1,135,250,90
1119447648,0.183,0.72,1,135,250,90
1122737082,0.291,0.93,2,67,250,90
1128815508,0.133,0.61,1,135,250,90
1135465914,0.86,0.50,1,135,250,90
1138815502,0.32,0.32,1,135,250,90
1141119592,0.54,0.39,1,135,250,90
1144864911,0.32,0.28,1,135,250,90
1149661867,0.568,0.129,2,67,250,90
1149853937,0.478,0.118,1,135,250,90
1156130698,0.169,0.72,1,135,250,90
1158629164,0.212,0.72,1,135,250,90
1162605858,0.111,0.57,1,135,250,90
1172378224,0.482,0.122,1,135,250,90
1172596651,0.14,0.18,2,67,250,90
1179231665,0.03,0.10,1,135,250,90
1188854049,0.259,0.90,1,135,250,90
1202388286,0.10,0.18,2,67,250,90
1205506250,0.428,0.115,1,135,250,90
1206104028,0.154,0.68,2,67,250,90
1206347125,0.388,0.108,2,67,250,90
1206776205,0.615,0.133,1,135,250,90
1206947864,0.133,0.64,1,135,250,90
1207353886,0.396,0.104,2,67,250,90
1209862233,0.486,0.111,2,67,250,90
1212963117,0.39,0.32,1,135,250,90
1221911889,0.316,0.90,1,135,250,90
1222603176,0.151,0.64,2,67,250,90
1222791354,0.32,0.32,1,135,250,90
1225885159,0.183,0.68,1,135,250,90
1232565473,0.86,0.50,1,135,250,90
1240075222,0.07,0.14,1,135,250,90
1245659133,0.770,0.154,1,135,250,90
1254463206,0.223,0.82,1,135,250,90
1256908998,0.306,0.97,1,135,250,90
1258213217,0.187,0.75,1,135,250,90
1262322386,0.32,0.32,1,135,250,90
1269432034,0.428,0.115,1,135,250,90
1274418104,0.432,0.115,1,135,250,90
1279027632,0.349,0.104,1,135,250,90
1284012373,0.338,0.100,1,135,250,90
1287572610,0.104,0.57,1,135,250,90
1298377760,0.352,0.104,2,67,250,90
1298643687,0.622,0.136,1,135,250,90
1302747053,0.298,0.93,1,135,250,90
1304481272,0.424,0.111,1,135,250,90
1310942987,0.82,0.50,1,135,250,90
1319019565,0.324,0.97,1,135,250,90
1325877785,0.403,0.108,2,67,250,90
1326150862,0.288,0.90,1,135,250,90
1327612161,0.93,0.50,1,135,250,90
1339693224,0.770,0.154,1,135,250,90
1343635177,0.547,0.129,1,135,250,90
1343838138,0.82,0.50,1,135,250,90
1345510085,0.421,0.111,2,67,250,90
1353830855,0.10,0.18,2,67,250,90
1354049725,0.18,0.21,1,135,250,90
1361512667,0.32,0.32,1,135,250,90
1361705880,0.162,0.72,1,135,250,90
1364885012,0.03,0.10,1,135,250,90
1365268125,0.03,0.10,2,67,250,90
1370284194,0.655,0.144,1,135,250,90
1375463040,0.111,0.57,1,135,250,90
1377784093,0.133,0.64,1,135,250,90
1386768414,0.32,0.32,1,135,250,90
1393402540,0.226,0.82,1,135,250,90
1402771101,0.482,0.122,1,135,250,90
1404847853,0.511,0.122,1,135,250,90
1416503009,0.428,0.115,1,135,250,90
1416737155,0.61,0.43,2,67,250,90
1416932057,0.687,0.144,1,135,250,90
1417602954,0.97,0.54,1,135,250,90
1425065107,0.388,0.104,2,67,250,90
1430324534,0.669,0.144,1,135,250,90
1435510117,0.702,0.147,1,135,250,90
1440081943,0.586,0.133,1,135,250,90
1448840845,0.43,0.36,1,135,250,90
1451753061,0.392,0.108,1,135,250,90
1457380461,0.10,0.18,1,135,250,90
1462174865,0.259,0.90,1,135,250,90
1482346658,0.140,0.64,1,135,250,90
1482565381,0.320,0.97,1,135,250,90
1482791399,0.104,0.57,1,135,250,90
1485666275,0.752,0.151,1,135,250,90
1490309306,0.651,0.140,1,135,250,90
1494018414,0.345,0.104,1,135,250,90
1514253105,0.306,0.97,1,135,250,90
1517831358,0.136,0.64,1,135,250,90
1524052812,0.644,0.140,1,135,250,90
1524424662,0.190,0.72,2,67,250,90
1528666413,0.93,0.50,1,135,250,90
1532346720,0.104,0.57,1,135,250,90
1538869671,0.133,0.64,1,135,250,90
1541505526,0.32,0.32,1,135,250,90
1548443219,0.162,0.72,2,67,250,90
1551541535,0.313,0.93,1,135,250,90
1555487213,0.03,0.10,1,135,250,90
1555956464,0.687,0.144,1,135,250,90
1556525716,0.302,0.97,1,135,250,90
1556737088,0.43,0.36,1,135,250,90
1556994382,0.302,0.97,2,67,250,90
1561364971,0.111,0.50,1,135,250,90
1564846479,0.230,0.82,1,135,250,90
1566322523,0.10,0.18,1,135,250,90
1571159815,0.03,0.10,1,135,250,90
1582200551,0.439,0.115,1,135,250,90
1584684686,0.61,0.43,1,135,250,90
1589707141,0.493,0.122,1,135,250,90
1594080917,0.03,0.10,1,135,250,90
1606987371,0.453,0.115,1,135,250,90
1610056829,0.550,0.129,1,135,250,90
1618221637,0.82,0.50,1,135,250,90
