time,_Eihop,_P0,hops,d,_R,_Nb
38664619,0.46,0.18,1,135,250,90
61437701,0.136,0.32,1,135,250,90
102555862,0.07,0.07,1,135,250,90
129074505,0.39,0.18,1,135,250,90
166297110,0.86,0.25,1,135,250,90
175331169,0.111,0.28,1,135,250,90
177828429,0.133,0.32,1,135,250,90
181581238,0.108,0.28,1,135,250,90
233515967,0.79,0.25,1,135,250,90
274355758,0.03,0.07,1,135,250,90
277828483,0.03,0.07,1,135,250,90
281156678,0.140,0.32,1,135,250,90
348243519,0.144,0.32,1,135,250,90
383371278,0.39,0.18,1,135,250,90
422268812,0.169,0.36,1,135,250,90
426425037,0.169,0.36,1,135,250,90
498509059,0.39,0.18,1,135,250,90
531706305,0.79,0.25,1,135,250,90
538652729,0.194,0.39,1,135,250,90
564480722,0.14,0.10,1,135,250,90
583648966,0.28,0.14,1,135,250,90
606003277,0.140,0.32,1,135,250,90
608237495,0.64,0.21,1,135,250,90
616846932,0.82,0.25,1,135,250,90
624344125,0.108,0.28,1,135,250,90
630032378,0.39,0.18,1,135,250,90
679196633,0.169,0.36,1,135,250,90
706699603,0.136,0.32,1,135,250,90
711836293,0.104,0.28,1,135,250,90
724065687,0.169,0.36,1,135,250,90
730312885,0.104,0.28,1,135,250,90
736555942,0.86,0.25,1,135,250,90
755730621,0.14,0.10,1,135,250,90
788500367,0.46,0.18,1,135,250,90
794890974,0.169,0.36,1,135,250,90
802672188,0.61,0.21,1,135,250,90
815581244,0.46,0.18,1,135,250,90
834344027,0.64,0.21,1,135,250,90
845031531,0.07,0.07,1,135,250,90
869752994,0.82,0.25,1,135,250,90
907534383,0.104,0.28,1,135,250,90
931699392,0.169,0.36,1,135,250,90
986284370,0.25,0.14,1,135,250,90
1050993617,0.162,0.36,1,135,250,90
1078354602,0.43,0.18,1,135,250,90
1131559080,0.169,0.36,1,135,250,90
1138362500,0.43,0.18,1,135,250,90
1165168174,0.194,0.39,1,135,250,90
1191969093,0.86,0.25,1,135,250,90
1198081187,0.39,0.18,1,135,250,90
1237378285,0.165,0.36,1,135,250,90
1241683913,0.172,0.36,1,135,250,90
1264605651,0.79,0.25,1,135,250,90
1292656593,0.39,0.18,1,135,250,90
1326681082,0.133,0.32,1,135,250,90
1344884133,0.126,0.32,1,135,250,90
1418215005,0.07,0.07,1,135,250,90
1433899824,0.144,0.32,1,135,250,90
1441956123,0.43,0.18,1,135,250,90
1462096944,0.169,0.36,1,135,250,90
1471128131,0.115,0.28,1,135,250,90
1479875304,0.86,0.25,1,135,250,90
1480297188,0.111,0.28,1,135,250,90
1523760913,0.165,0.36,1,135,250,90
1530149300,0.133,0.32,1,135,250,90
1542518870,0.158,0.36,1,135,250,90
1576683747,0.14,0.10,1,135,250,90
1648768720,0.111,0.28,1,135,250,90
1670571625,0.82,0.25,1,135,250,90
1672924809,0.28,0.14,1,135,250,90
1761261916,0.07,0.07,1,135,250,90
1778340160,0.169,0.36,1,135,250,90
1793062873,0.86,0.25,1,135,250,90
1797368443,0.36,0.18,1,135,250,90
1827931003,0.43,0.18,1,135,250,90
1842509110,0.165,0.36,1,135,250,90
1857641004,0.165,0.36,1,135,250,90
1880555937,0.46,0.18,1,135,250,90
1900284336,0.86,0.25,1,135,250,90
1903893820,0.111,0.28,1,135,250,90
1909862469,0.169,0.36,1,135,250,90
1931956156,0.82,0.25,1,135,250,90
1995424869,0.82,0.25,1,135,250,90
2010143810,0.133,0.32,1,135,250,90
2029581953,0.172,0.36,1,135,250,90
2057641047,0.136,0.32,1,135,250,90
2067915492,0.190,0.39,1,135,250,90
2132503130,0.57,0.21,1,135,250,90
2199168347,0.172,0.36,1,135,250,90
2228605845,0.165,0.36,1,135,250,90
2257221931,0.43,0.18,1,135,250,90
2270828430,0.25,0.14,1,135,250,90
2298743580,0.100,0.28,1,135,250,90
2304721934,0.126,0.32,1,135,250,90
2338465090,0.39,0.18,1,135,250,90
2440542156,0.158,0.36,1,135,250,90
2452774684,0.25,0.14,1,135,250,90
2467768710,0.39,0.18,1,135,250,90
2476797218,0.28,0.14,1,135,250,90
2477219066,0.07,0.07,1,135,250,90
2487493551,0.108,0.28,1,135,250,90
2501243477,0.79,0.25,1,135,250,90
2504984689,0.154,0.36,1,135,250,90
2505406435,0.61,0.21,1,135,250,90
2533734780,0.169,0.36,1,135,250,90
2543321568,0.25,0.14,1,135,250,90
2566511879,0.14,0.10,1,135,250,90
2580406524,0.79,0.25,1,135,250,90
2584430845,0.39,0.18,1,135,250,90
2584571379,0.46,0.18,1,135,250,90
2635683778,0.28,0.14,1,135,250,90
2658597449,0.28,0.14,1,135,250,90
2662761856,0.172,0.36,1,135,250,90
2709152567,0.172,0.36,1,135,250,90
2724152533,0.14,0.10,1,135,250,90
2737344058,0.14,0.10,1,135,250,90
2791649620,0.28,0.14,1,135,250,90
2827480605,0.07,0.07,1,135,250,90
2834706147,0.14,0.10,1,135,250,90
2878040382,0.100,0.28,1,135,250,90
2887625383,0.111,0.28,1,135,250,90
2897203466,0.46,0.18,1,135,250,90
2913871284,0.18,0.10,1,135,250,90
2919565462,0.18,0.10,1,135,250,90
2928174967,0.64,0.21,1,135,250,90
2950121350,0.111,0.28,1,135,250,90
2956096851,0.165,0.36,1,135,250,90
2974424970,0.144,0.32,1,135,250,90
2985393686,0.82,0.25,1,135,250,90
3062199507,0.169,0.36,1,135,250,90
3079000281,0.79,0.25,1,135,250,90
3086784322,0.104,0.28,1,135,250,90
3110121274,0.86,0.25,1,135,250,90
3141924938,0.82,0.25,1,135,250,90
3151643654,0.61,0.21,1,135,250,90
3158590139,0.172,0.36,1,135,250,90
3158868470,0.86,0.25,1,135,250,90
3187750311,0.61,0.21,1,135,250,90
3190946591,0.07,0.07,1,135,250,90
3282883217,0.39,0.18,1,135,250,90
3299965029,0.18,0.10,1,135,250,90
3317337264,0.169,0.36,1,135,250,90
3383578570,0.172,0.36,1,135,250,90
3414549930,0.14,0.10,1,135,250,90
3444415382,0.39,0.18,1,135,250,90
3498581227,0.144,0.32,1,135,250,90
3508711200,0.172,0.36,1,135,250,90
3530383996,0.82,0.25,1,135,250,90
3553293171,0.111,0.28,1,135,250,90
3578433749,0.39,0.18,1,135,250,90
3613018686,0.82,0.25,1,135,250,90
3668855726,0.100,0.28,1,135,250,90
3676625350,0.165,0.36,1,135,250,90
3676906597,0.108,0.28,1,135,250,90
3702328508,0.111,0.28,1,135,250,90
3763987568,0.115,0.28,1,135,250,90
3781344063,0.43,0.18,1,135,250,90
3809815603,0.194,0.39,1,135,250,90
3861899757,0.46,0.18,1,135,250,90
3877871351,0.158,0.36,1,135,250,90
3907047195,0.108,0.28,1,135,250,90
3926340140,0.136,0.32,1,135,250,90
3935371382,0.136,0.32,1,135,250,90
3957035391,0.172,0.36,1,135,250,90
