time,_Eihop,_P0,hops,d,_R,_Nb
33898538,0.291,0.108,1,135,250,90
41891982,0.18,0.28,2,67,250,90
42100195,0.460,0.133,2,67,250,90
42343045,0.504,0.133,1,135,250,90
44156819,0.244,0.82,1,135,250,90
48391801,0.61,0.39,2,67,250,90
52678505,0.874,0.183,1,135,250,90
59334427,0.07,0.18,1,135,250,90
72647465,0.842,0.176,1,135,250,90
72865952,0.118,0.68,1,135,250,90
80392259,0.54,0.46,1,135,250,90
86834848,0.223,0.82,1,135,250,90
87147371,0.835,0.176,2,67,250,90
89889104,0.435,0.126,1,135,250,90
90069075,0.241,0.97,2,67,250,90
90318966,0.32,0.36,2,67,250,90
93124559,0.698,0.165,1,135,250,90
96327424,0.07,0.18,1,135,250,90
96928583,0.190,0.86,2,67,250,90
99641968,0.212,0.86,2,67,250,90
99818886,0.896,0.180,1,135,250,90
104318999,0.07,0.14,1,135,250,90
104639858,0.172,0.79,2,67,250,90
104850274,0.183,0.82,1,135,250,90
107064853,0.774,0.172,2,67,250,90
112641965,0.284,0.93,1,135,250,90
113124119,0.57,0.46,1,135,250,90
118398756,0.172,0.79,1,135,250,90
125889168,0.158,0.72,2,67,250,90
126069335,0.723,0.162,2,67,250,90
126318851,0.370,0.115,1,135,250,90
129593056,0.320,0.108,1,135,250,90
133392445,0.21,0.25,2,67,250,90
134649040,0.450,0.129,1,135,250,90
145180765,0.32,0.36,2,67,250,90
149389621,0.410,0.118,1,135,250,90
149921355,0.154,0.75,1,135,250,90
150178120,0.07,0.18,1,135,250,90
155898615,0.867,0.183,1,135,250,90
162641958,0.07,0.18,1,135,250,90
166392064,0.385,0.118,2,67,250,90
166624312,0.565,0.140,1,135,250,90
170592921,0.385,0.118,2,67,250,90
173642180,0.756,0.158,1,135,250,90
176391893,0.50,0.43,2,67,250,90
176827132,0.68,0.46,1,135,250,90
180649711,0.158,0.72,2,67,250,90
180897171,0.345,0.108,1,135,250,90
181405470,0.115,0.57,2,67,250,90
188671128,0.594,0.147,2,67,250,90
192639310,0.57,0.46,1,135,250,90
198892405,0.82,0.57,1,135,250,90
202642550,0.334,0.111,2,67,250,90
208647333,0.471,0.136,2,67,250,90
209100296,0.118,0.68,2,67,250,90
209390172,0.403,0.126,2,67,250,90
213178175,0.244,0.97,2,67,250,90
215392416,0.118,0.61,1,135,250,90
215577281,0.32,0.36,2,67,250,90
230093476,0.658,0.154,1,135,250,90
230319334,0.410,0.122,2,67,250,90
230569384,0.244,0.90,1,135,250,90
230912717,0.21,0.28,2,67,250,90
231569339,0.334,0.104,1,135,250,90
231874489,0.147,0.75,1,135,250,90
234391958,0.234,0.86,2,67,250,90
235319598,0.237,0.97,1,135,250,90
235889268,0.619,0.136,1,135,250,90
240327186,0.21,0.28,1,135,250,90
240842659,0.10,0.18,2,67,250,90
243568790,0.392,0.122,2,67,250,90
245399001,0.590,0.140,1,135,250,90
251642473,0.14,0.21,1,135,250,90
254157984,0.651,0.154,2,67,250,90
258142210,0.21,0.28,2,67,250,90
258319088,0.666,0.147,1,135,250,90
262140003,0.943,0.190,2,67,250,90
265139550,0.273,0.100,1,135,250,90
273139876,0.205,0.82,1,135,250,90
273647186,0.54,0.46,1,135,250,90
273889985,0.410,0.118,2,67,250,90
280639298,0.694,0.165,2,67,250,90
283678438,0.248,0.86,1,135,250,90
284092903,0.32,0.32,1,135,250,90
286647198,0.190,0.86,1,135,250,90
286826985,0.07,0.18,2,67,250,90
290155586,0.57,0.46,2,67,250,90
290318806,0.158,0.72,2,67,250,90
293615898,0.572,0.144,2,67,250,90
294069018,0.118,0.54,1,135,250,90
300100173,0.910,0.183,2,67,250,90
300365809,0.36,0.36,1,135,250,90
300608566,0.576,0.144,2,67,250,90
303639296,0.493,0.129,2,67,250,90
307139392,0.68,0.46,1,135,250,90
311093056,0.18,0.28,1,135,250,90
311318976,0.446,0.129,2,67,250,90
311818830,0.61,0.46,1,135,250,90
312358603,0.928,0.187,2,67,250,90
312930448,0.68,0.39,1,135,250,90
317139317,0.21,0.28,1,135,250,90
322647170,0.568,0.144,2,67,250,90
323665083,0.205,0.82,1,135,250,90
325905334,0.18,0.25,2,67,250,90
328898441,0.273,0.100,1,135,250,90
335141964,0.118,0.68,2,67,250,90
335334505,0.568,0.136,2,67,250,90
336898017,0.18,0.28,1,135,250,90
345138749,0.525,0.133,2,67,250,90
345327191,0.07,0.18,1,135,250,90
351405531,0.180,0.82,2,67,250,90
351912828,0.698,0.165,1,135,250,90
356149001,0.856,0.172,1,135,250,90
362881474,0.190,0.86,1,135,250,90
364148842,0.288,0.97,1,135,250,90
368639165,0.18,0.28,2,67,250,90
372892247,0.878,0.180,2,67,250,90
373186595,0.118,0.54,2,67,250,90
373405723,0.781,0.165,1,135,250,90
373921151,0.201,0.82,1,135,250,90
383639398,0.532,0.144,2,67,250,90
383890059,0.522,0.140,1,135,250,90
384068691,0.885,0.180,2,67,250,90
384358526,0.122,0.68,1,135,250,90
390915208,0.853,0.180,1,135,250,90
396139166,0.140,0.72,2,67,250,90
400142178,0.126,0.61,2,67,250,90
400397020,0.169,0.75,2,67,250,90
400631545,0.385,0.111,1,135,250,90
403389201,0.151,0.75,1,135,250,90
414171017,0.90,0.57,2,67,250,90
415391985,0.572,0.140,1,135,250,90
417898193,0.115,0.68,1,135,250,90
424641902,0.147,0.75,2,67,250,90
430888405,0.32,0.32,2,67,250,90
433569350,0.32,0.36,2,67,250,90
447139946,0.734,0.162,1,135,250,90
447381645,0.777,0.162,2,67,250,90
447577489,0.493,0.133,1,135,250,90
447850206,0.111,0.64,2,67,250,90
448405763,0.741,0.165,1,135,250,90
448850223,0.82,0.57,1,135,250,90
457171064,0.140,0.68,2,67,250,90
461577603,0.108,0.54,1,135,250,90
465889570,0.860,0.172,2,67,250,90
466068822,0.36,0.36,1,135,250,90
483139953,0.252,0.90,2,67,250,90
489819456,0.583,0.147,2,67,250,90
490124648,0.165,0.72,1,135,250,90
496897415,0.190,0.86,1,135,250,90
499381358,0.284,0.104,2,67,250,90
499577628,0.597,0.151,1,135,250,90
502624638,0.835,0.176,2,67,250,90
503147269,0.414,0.126,2,67,250,90
503912940,0.162,0.72,1,135,250,90
504100198,0.82,0.57,1,135,250,90
507658716,0.133,0.68,1,135,250,90
507819070,0.18,0.28,1,135,250,90
508163080,0.396,0.111,1,135,250,90
508412735,0.262,0.93,2,67,250,90
511392044,0.18,0.28,1,135,250,90
520892138,0.46,0.39,2,67,250,90
523642366,0.309,0.97,1,135,250,90
524131712,0.414,0.126,1,135,250,90
524405719,0.226,0.90,1,135,250,90
524662326,0.122,0.68,2,67,250,90
530568946,0.687,0.154,1,135,250,90
534171204,0.543,0.126,2,67,250,90
534671506,0.226,0.93,1,135,250,90
534843049,0.241,0.97,2,67,250,90
538334603,0.183,0.82,2,67,250,90
538624295,0.10,0.18,2,67,250,90
538827249,0.180,0.72,1,135,250,90
