time,_Eihop,_P0,hops,d,_R,_Nb
36100637,1.54,0.212,1,135,250,90
37278797,0.18,0.28,2,67,250,90
40475837,0.763,0.176,1,135,250,90
43287886,0.216,0.100,1,135,250,90
49532007,0.828,0.180,2,67,250,90
49786120,0.54,0.46,1,135,250,90
54531357,0.849,0.190,2,67,250,90
57965438,0.36,0.43,2,67,250,90
58520186,0.28,0.25,2,67,250,90
59223938,0.928,0.187,1,135,250,90
59481977,0.36,0.43,1,135,250,90
62068993,0.39,0.43,1,135,250,90
70468893,0.39,0.43,2,67,250,90
73054493,0.97,0.64,1,135,250,90
75719488,0.14,0.28,1,135,250,90
76341406,0.208,0.97,2,67,250,90
79538245,0.464,0.136,1,135,250,90
82669776,0.169,0.79,2,67,250,90
84616744,0.486,0.140,1,135,250,90
86818991,0.18,0.28,1,135,250,90
91718807,0.108,0.72,2,67,250,90
97343812,0.21,0.25,2,67,250,90
100828953,1.36,0.208,1,135,250,90
106779514,0.306,0.108,1,135,250,90
107106900,0.216,0.97,2,67,250,90
111133029,0.972,0.208,2,67,250,90
111419771,0.352,0.115,1,135,250,90
113296046,0.169,0.79,1,135,250,90
117343724,0.03,0.14,2,67,250,90
117591351,0.14,0.28,1,135,250,90
121741131,0.14,0.28,1,135,250,90
126067594,1.119,0.226,2,67,250,90
129538397,0.500,0.147,1,135,250,90
134608567,0.522,0.151,1,135,250,90
137591419,0.28,0.32,2,67,250,90
138288172,0.183,0.86,1,135,250,90
148313409,0.820,0.176,2,67,250,90
148513375,0.975,0.208,1,135,250,90
151100795,1.72,0.216,1,135,250,90
157969207,0.921,0.198,2,67,250,90
158207718,0.68,0.57,2,67,250,90
158529086,0.831,0.176,1,135,250,90
162406780,0.190,0.90,1,135,250,90
171406840,0.126,0.68,2,67,250,90
171645337,0.93,0.57,2,67,250,90
175235611,0.327,0.118,1,135,250,90
179520743,0.216,0.100,2,67,250,90
183281997,0.352,0.115,2,67,250,90
183576363,0.68,0.57,1,135,250,90
183864387,0.36,0.32,1,135,250,90
184200994,0.50,0.43,2,67,250,90
184457911,0.266,0.111,2,67,250,90
184873132,0.288,0.115,1,135,250,90
187343808,0.25,0.28,2,67,250,90
187583003,0.399,0.111,1,135,250,90
192976913,0.723,0.165,2,67,250,90
193208002,0.342,0.115,1,135,250,90
193629615,0.18,0.28,1,135,250,90
196725506,0.14,0.28,1,135,250,90
200411095,0.817,0.183,2,67,250,90
202037520,0.36,0.43,1,135,250,90
207375687,0.03,0.14,2,67,250,90
