time,_Eihop,_P0,hops,d,_R,_Nb
37267706,0.133,0.64,1,135,250,90
37668262,0.414,0.111,2,67,250,90
51007320,0.104,0.57,2,67,250,90
88708105,0.82,0.50,1,135,250,90
94967751,0.324,0.97,2,67,250,90
102030435,0.03,0.10,1,135,250,90
104757678,0.18,0.25,2,67,250,90
105161061,0.14,0.18,1,135,250,90
141411330,0.309,0.93,1,135,250,90
149961235,0.511,0.122,1,135,250,90
159136719,0.82,0.50,1,135,250,90
162871130,0.43,0.36,1,135,250,90
176427202,0.144,0.64,1,135,250,90
187246204,0.104,0.57,1,135,250,90
250792965,0.165,0.72,1,135,250,90
254754917,0.604,0.129,1,135,250,90
257874167,0.464,0.115,1,135,250,90
260805405,0.720,0.151,1,135,250,90
266014760,0.637,0.136,1,135,250,90
294133080,0.669,0.144,1,135,250,90
294542984,0.111,0.54,1,135,250,90
304977132,0.604,0.136,1,135,250,90
308939943,0.21,0.25,1,135,250,90
328934245,0.248,0.82,1,135,250,90
340592874,0.295,0.93,1,135,250,90
356005114,0.597,0.136,1,135,250,90
358086107,0.403,0.108,1,135,250,90
366011890,0.417,0.111,1,135,250,90
426648819,0.187,0.75,1,135,250,90
442051925,0.219,0.82,1,135,250,90
445389724,0.334,0.100,1,135,250,90
457271500,0.226,0.82,1,135,250,90
477889751,0.482,0.122,1,135,250,90
485395534,0.324,0.97,1,135,250,90
488717909,0.720,0.151,1,135,250,90
520820568,0.118,0.57,1,135,250,90
530402414,0.147,0.64,1,135,250,90
547489700,0.633,0.136,1,135,250,90
588114674,0.687,0.144,1,135,250,90
593530208,0.50,0.39,1,135,250,90
604558592,0.10,0.18,1,135,250,90
604989509,0.133,0.61,1,135,250,90
626020742,0.561,0.129,1,135,250,90
636867851,0.640,0.140,1,135,250,90
659570481,0.601,0.129,1,135,250,90
678536545,0.720,0.151,1,135,250,90
687070633,0.550,0.126,1,135,250,90
706661677,0.396,0.111,1,135,250,90
717070581,0.572,0.129,1,135,250,90
722480506,0.10,0.18,1,135,250,90
744567644,0.428,0.115,1,135,250,90
747489490,0.414,0.108,1,135,250,90
756662184,0.162,0.72,1,135,250,90
772695442,0.36,0.32,1,135,250,90
785199186,0.21,0.25,1,135,250,90
787905338,0.43,0.36,1,135,250,90
790824291,0.108,0.57,1,135,250,90
797692615,0.687,0.144,1,135,250,90
807273584,0.424,0.111,1,135,250,90
823739428,0.133,0.64,1,135,250,90
837914926,0.183,0.72,1,135,250,90
844786233,0.162,0.72,1,135,250,90
847914898,0.450,0.111,1,135,250,90
850402282,0.82,0.50,1,135,250,90
864374605,0.93,0.50,1,135,250,90
867286300,0.705,0.147,1,135,250,90
867699192,0.03,0.10,1,135,250,90
902074325,0.309,0.97,1,135,250,90
915630107,0.223,0.82,1,135,250,90
925208178,0.543,0.129,1,135,250,90
938342942,0.640,0.140,1,135,250,90
948755879,0.450,0.115,1,135,250,90
961467783,0.03,0.10,1,135,250,90
972301970,0.75,0.46,1,135,250,90
983762200,0.522,0.126,1,135,250,90
