time,_Eihop,_P0,hops,d,_R,_Nb
36842133,0.212,0.79,1,135,250,90
43510898,0.10,0.18,2,67,250,90
43901444,0.561,0.129,1,135,250,90
46636071,0.612,0.133,2,67,250,90
56854836,0.309,0.93,1,135,250,90
57229303,0.79,0.50,2,67,250,90
57698590,0.684,0.144,1,135,250,90
58097256,0.18,0.25,1,135,250,90
59144170,0.234,0.75,1,135,250,90
65779322,0.320,0.97,2,67,250,90
74738074,0.43,0.36,2,67,250,90
83714331,0.61,0.43,1,135,250,90
92076824,0.172,0.64,2,67,250,90
95776441,0.64,0.43,2,67,250,90
102476371,0.655,0.144,1,135,250,90
102910711,0.352,0.100,2,67,250,90
110397739,0.36,0.28,2,67,250,90
110582355,0.306,0.93,1,135,250,90
114576916,0.388,0.111,1,135,250,90
118089373,0.03,0.10,1,135,250,90
121620512,0.176,0.72,1,135,250,90
124748108,0.82,0.50,2,67,250,90
128726210,0.194,0.68,1,135,250,90
135186301,0.381,0.108,1,135,250,90
142045457,0.295,0.90,1,135,250,90
142285651,0.50,0.39,1,135,250,90
144948605,0.385,0.108,1,135,250,90
152663401,0.10,0.18,1,135,250,90
156198322,0.28,0.28,2,67,250,90
162257624,0.352,0.104,1,135,250,90
162480062,0.133,0.64,1,135,250,90
175592313,0.622,0.136,2,67,250,90
175801516,0.684,0.144,1,135,250,90
179992455,0.705,0.147,1,135,250,90
180160318,0.61,0.39,1,135,250,90
188504473,0.32,0.32,1,135,250,90
191026903,0.468,0.118,1,135,250,90
191425878,0.284,0.90,2,67,250,90
191854985,0.154,0.68,1,135,250,90
194326383,0.43,0.36,1,135,250,90
197042190,0.176,0.72,1,135,250,90
199757096,0.219,0.82,1,135,250,90
201867120,0.331,0.100,1,135,250,90
205207220,0.262,0.90,1,135,250,90
208944515,0.126,0.61,1,135,250,90
215998313,0.547,0.126,2,67,250,90
222248287,0.28,0.25,1,135,250,90
227498522,0.32,0.32,1,135,250,90
228104996,0.414,0.111,1,135,250,90
236420255,0.183,0.75,1,135,250,90
236847804,0.32,0.32,1,135,250,90
252901900,0.288,0.93,2,67,250,90
255576272,0.61,0.36,2,67,250,90
255792394,0.730,0.147,1,135,250,90
259161466,0.666,0.140,1,135,250,90
261636266,0.385,0.104,1,135,250,90
269154932,0.385,0.104,2,67,250,90
271413576,0.406,0.108,1,135,250,90
277451409,0.147,0.64,2,67,250,90
283942041,0.385,0.104,1,135,250,90
286832199,0.03,0.10,1,135,250,90
287260977,0.140,0.61,1,135,250,90
290576504,0.201,0.79,1,135,250,90
302289265,0.187,0.75,2,67,250,90
304793172,0.316,0.97,1,135,250,90
307061302,0.154,0.68,1,135,250,90
310808151,0.32,0.32,1,135,250,90
318295429,0.162,0.72,1,135,250,90
326448908,0.306,0.93,1,135,250,90
326848234,0.147,0.54,2,67,250,90
338320237,0.766,0.154,1,135,250,90
344332610,0.414,0.111,2,67,250,90
348120741,0.14,0.18,1,135,250,90
352495814,0.442,0.111,1,135,250,90
356632474,0.100,0.54,1,135,250,90
360833422,0.03,0.10,1,135,250,90
363913445,0.594,0.133,2,67,250,90
387686272,0.662,0.140,1,135,250,90
397038755,0.104,0.57,1,135,250,90
407045558,0.144,0.64,1,135,250,90
410217561,0.108,0.57,1,135,250,90
417042311,0.43,0.36,1,135,250,90
417292759,0.338,0.100,1,135,250,90
426848407,0.421,0.111,1,135,250,90
427089424,0.187,0.75,1,135,250,90
429569991,0.342,0.100,1,135,250,90
436020227,0.698,0.144,1,135,250,90
436238843,0.136,0.64,1,135,250,90
448522927,0.176,0.72,1,135,250,90
448745680,0.378,0.104,1,135,250,90
449144682,0.61,0.43,1,135,250,90
449332169,0.478,0.122,1,135,250,90
455170204,0.129,0.57,1,135,250,90
457879025,0.54,0.39,1,135,250,90
460426093,0.165,0.68,1,135,250,90
