time,_Eihop,_P0,hops,d,_R,_Nb
36885226,0.601,0.162,2,67,250,90
40009929,1.108,0.223,1,135,250,90
40256962,0.28,0.32,1,135,250,90
44384674,0.525,0.154,2,67,250,90
44654942,0.108,0.72,2,67,250,90
47260241,0.320,0.115,1,135,250,90
47828553,0.97,0.64,1,135,250,90
52509652,0.478,0.140,2,67,250,90
55946777,0.18,0.28,2,67,250,90
56310157,0.586,0.158,1,135,250,90
58141240,0.136,0.75,1,135,250,90
63501902,0.831,0.187,2,67,250,90
67822398,0.306,0.111,2,67,250,90
70330335,0.504,0.147,1,135,250,90
70913426,0.36,0.43,2,67,250,90
71264658,0.64,0.54,1,135,250,90
75376793,0.28,0.32,2,67,250,90
75655290,0.140,0.75,1,135,250,90
80634483,0.68,0.57,2,67,250,90
81257019,0.990,0.212,1,135,250,90
86369294,0.266,0.108,2,67,250,90
90033241,1.36,0.208,1,135,250,90
90264308,0.295,0.104,1,135,250,90
93447127,0.982,0.198,2,67,250,90
93717568,0.72,0.57,1,135,250,90
100944251,0.25,0.28,2,67,250,90
101210552,0.64,0.50,1,135,250,90
101545701,0.07,0.18,2,67,250,90
102516125,0.43,0.36,1,135,250,90
106932028,0.154,0.72,2,67,250,90
109774604,0.486,0.140,1,135,250,90
114390786,0.522,0.151,2,67,250,90
116884733,0.208,0.97,1,135,250,90
119478925,0.921,0.198,2,67,250,90
119748946,0.298,0.108,2,67,250,90
120649392,0.766,0.176,1,135,250,90
121891022,0.14,0.28,1,135,250,90
125634198,0.86,0.54,2,67,250,90
133759771,1.22,0.219,2,67,250,90
136580704,1.22,0.216,1,135,250,90
136842730,0.115,0.72,1,135,250,90
137132075,0.525,0.151,2,67,250,90
139079158,0.277,0.100,1,135,250,90
140944300,0.903,0.194,2,67,250,90
143131758,0.151,0.82,2,67,250,90
145954157,0.968,0.208,1,135,250,90
148805402,0.284,0.115,1,135,250,90
153447308,0.453,0.144,2,67,250,90
156001701,0.36,0.43,2,67,250,90
156201766,0.10,0.25,1,135,250,90
157203350,0.25,0.28,1,135,250,90
162197188,0.478,0.140,2,67,250,90
162594579,0.57,0.46,1,135,250,90
173447220,1.72,0.216,2,67,250,90
175944562,0.514,0.151,1,135,250,90
176194664,0.720,0.165,2,67,250,90
176522952,0.43,0.43,1,135,250,90
176866555,0.03,0.14,2,67,250,90
185103719,0.547,0.147,2,67,250,90
185342594,0.39,0.43,2,67,250,90
185585370,0.144,0.79,1,135,250,90
187203217,0.36,0.43,1,135,250,90
191025679,0.266,0.108,2,67,250,90
195087811,0.25,0.28,2,67,250,90
195641572,0.842,0.194,1,135,250,90
200640716,0.158,0.86,2,67,250,90
202916266,0.216,0.100,1,135,250,90
205947014,0.158,0.79,2,67,250,90
208760335,0.903,0.194,1,135,250,90
212822241,0.586,0.158,2,67,250,90
213108449,0.824,0.190,1,135,250,90
217509679,0.756,0.187,2,67,250,90
217819905,0.950,0.205,1,135,250,90
218782529,0.194,0.82,1,135,250,90
227822207,0.342,0.111,2,67,250,90
230095307,0.500,0.147,2,67,250,90
230259320,0.363,0.129,1,135,250,90
233759738,0.266,0.108,2,67,250,90
234007277,0.626,0.154,1,135,250,90
237822172,0.216,0.100,2,67,250,90
241010233,0.154,0.82,1,135,250,90
244751956,0.108,0.72,2,67,250,90
244944653,0.187,0.86,1,135,250,90
245264143,0.133,0.72,2,67,250,90
245655189,0.108,0.68,1,135,250,90
248140820,0.111,0.72,1,135,250,90
256259674,0.39,0.43,2,67,250,90
256617068,0.266,0.108,1,135,250,90
256819635,0.871,0.187,2,67,250,90
262509873,0.705,0.162,2,67,250,90
262795727,0.14,0.28,2,67,250,90
265720014,0.698,0.169,1,135,250,90
273447405,0.910,0.205,2,67,250,90
276689372,1.148,0.230,1,135,250,90
280009696,0.36,0.43,2,67,250,90
282822453,0.03,0.10,1,135,250,90
289697535,0.129,0.68,2,67,250,90
289983645,0.824,0.176,1,135,250,90
290273039,0.338,0.122,2,67,250,90
290601281,0.252,0.100,1,135,250,90
290913432,0.03,0.14,2,67,250,90
291226256,0.219,0.100,1,135,250,90
295634517,0.82,0.54,2,67,250,90
295999203,0.403,0.129,1,135,250,90
300009512,0.14,0.25,2,67,250,90
303548495,0.64,0.54,1,135,250,90
303717632,0.03,0.14,1,135,250,90
307822373,0.709,0.176,2,67,250,90
310751465,0.108,0.72,2,67,250,90
316298889,0.93,0.61,1,135,250,90
326260162,0.421,0.136,2,67,250,90
326536211,0.493,0.144,1,135,250,90
326819788,0.990,0.212,2,67,250,90
327139321,1.22,0.216,1,135,250,90
327514697,0.118,0.72,1,135,250,90
327764248,0.216,0.100,2,67,250,90
330329246,0.482,0.129,1,135,250,90
331890766,0.03,0.14,1,135,250,90
336259814,0.756,0.169,2,67,250,90
339072298,0.100,0.64,2,67,250,90
345634917,0.14,0.28,1,135,250,90
348822731,0.28,0.32,2,67,250,90
349045795,0.162,0.86,2,67,250,90
349373937,0.68,0.57,1,135,250,90
352001753,0.309,0.108,1,135,250,90
352444574,0.651,0.162,2,67,250,90
353453680,0.93,0.50,1,135,250,90
