cpu,lpm,transmit,listen,hops,d,_R,_Nb
66708,916269,10800,9405,1,45,250,52
64389,918589,8906,7622,2,90,250,52
32155,295535,9107,7329,1,45,250,52
18942,308759,1984,3834,2,90,250,52
21448,306018,3486,5084,1,45,250,52
24050,303413,4482,3897,2,90,250,52
21457,306011,3472,4938,1,45,250,52
19454,308014,2477,3985,2,90,250,52
22304,305167,3487,4938,1,45,250,52
18704,308768,1815,3568,2,90,250,52
22652,304813,3473,4925,1,45,250,52
20457,307008,2475,3977,2,90,250,52
27083,300382,5691,4983,1,45,250,52
17607,309860,495,2997,2,90,250,52
21431,306036,3496,4948,1,45,250,52
19382,308096,1670,3492,2,90,250,52
21565,305902,3528,5205,1,45,250,52
29294,298171,7331,5642,2,90,250,52
21385,306082,3489,4930,1,45,250,52
18398,309069,1983,3658,2,90,250,52
21928,305544,3529,5076,1,45,250,52
18621,308847,1981,3717,2,90,250,52
31822,295643,8424,7838,1,45,250,52
26265,301205,5329,5645,2,90,250,52
22653,304813,3471,4952,1,45,250,52
20608,306858,2471,4007,2,90,250,52
22748,304719,3529,4951,1,45,250,52
20485,306981,2313,3928,2,90,250,52
22687,304781,3472,4920,1,45,250,52
19420,308047,1813,3563,2,90,250,52
26607,300857,5689,4985,1,45,250,52
19632,307837,1812,3745,2,90,250,52
21403,306064,3469,4919,1,45,250,52
24829,306929,4306,3861,2,90,250,52
25885,301582,5958,6665,1,45,250,52
17785,309726,1763,3353,2,90,250,52
21366,306101,3473,4949,1,45,250,52
17624,309843,1758,3334,2,90,250,52
21385,306082,3473,4915,1,45,250,52
17612,309856,1759,3333,2,90,250,52
21427,306040,3473,4942,1,45,250,52
17611,309856,1759,3332,2,90,250,52
21456,306011,3474,5135,1,45,250,52
17626,309841,1759,3332,2,90,250,52
21401,306067,3470,4938,1,45,250,52
17667,309802,1763,3334,2,90,250,52
22111,305360,3524,4973,1,45,250,52
17882,309586,1758,3389,2,90,250,52
22744,304721,3529,4952,1,45,250,52
18910,308556,1761,3400,2,90,250,52
22794,304673,3527,4963,1,45,250,52
18893,308574,1762,3396,2,90,250,52
22863,304604,3530,5095,1,45,250,52
