cpu,lpm,transmit,listen,hops,d,_R,_Nb
65723,917255,9743,8271,2,90,250,52
19891,307810,1562,4394,1,45,250,52
28049,299652,6831,6447,2,90,250,52
19634,307831,1449,4016,1,45,250,52
24603,302862,5224,5463,2,90,250,52
23422,304043,3558,4289,1,45,250,52
27482,299983,6877,5430,2,90,250,52
19326,308145,1452,4121,1,45,250,52
23894,303577,5230,5457,2,90,250,52
19507,307959,1404,3938,1,45,250,52
21924,305541,3302,4424,2,90,250,52
23904,303561,3603,4032,1,45,250,52
24676,302790,5225,5620,2,90,250,52
18284,309183,1452,3985,1,45,250,52
24604,302863,5225,5441,2,90,250,52
18383,309085,1451,3963,1,45,250,52
24663,302805,5227,5443,2,90,250,52
18380,309088,1449,4056,1,45,250,52
27667,299798,6725,5180,2,90,250,52
18767,308705,1449,3894,1,45,250,52
23110,304358,4893,5339,2,90,250,52
19684,307782,1449,4167,1,45,250,52
24631,302839,5229,5477,2,90,250,52
19631,307836,1449,3932,1,45,250,52
24636,302830,5229,5454,2,90,250,52
19587,307880,1449,3991,1,45,250,52
24613,302853,5225,5457,2,90,250,52
19550,307917,1449,3980,1,45,250,52
23590,303877,4400,5069,2,90,250,52
23414,304051,3604,4026,1,45,250,52
24701,302767,5227,5587,2,90,250,52
18399,309070,1452,3936,1,45,250,52
24634,302833,5229,5455,2,90,250,52
18357,309109,1452,3940,1,45,250,52
24591,302875,5226,5467,2,90,250,52
18344,309124,1452,3907,1,45,250,52
24598,302869,5226,5458,2,90,250,52
18358,309110,1452,3888,1,45,250,52
24612,302855,5226,5460,2,90,250,52
18376,309092,1453,3934,1,45,250,52
24626,302842,5230,5457,2,90,250,52
18384,309083,1452,4052,1,45,250,52
28522,298942,7398,5470,2,90,250,52
18381,309087,1452,3929,1,45,250,52
23367,304100,5227,5446,2,90,250,52
18992,308478,1453,3915,1,45,250,52
23601,303870,5227,5449,2,90,250,52
19626,307840,1450,3926,1,45,250,52
24634,302831,5230,5463,2,90,250,52
19590,307877,1451,3954,1,45,250,52
24621,302845,5225,5457,2,90,250,52
19582,307886,1452,3980,1,45,250,52
24605,302862,5225,5457,2,90,250,52
19550,307917,1452,3982,1,45,250,52
24623,302845,5227,5450,2,90,250,52
19720,307748,1451,3989,1,45,250,52
24653,302814,5230,5465,2,90,250,52
19625,307841,1450,3920,1,45,250,52
24604,302862,5224,5463,2,90,250,52
19623,307845,1452,3906,1,45,250,52
24637,302831,5230,5464,2,90,250,52
19619,307848,1453,3928,1,45,250,52
24612,302854,5225,5466,2,90,250,52
19636,307832,1453,3892,1,45,250,52
24592,302875,5226,5468,2,90,250,52
19584,307883,1452,3989,1,45,250,52
24592,302875,5226,5466,2,90,250,52
19718,307750,1451,3954,1,45,250,52
24657,302811,5230,5464,2,90,250,52
19609,307858,1451,3957,1,45,250,52
24604,302862,5224,5463,2,90,250,52
19539,307928,1451,3987,1,45,250,52
24637,302831,5230,5464,2,90,250,52
24077,303388,3611,3987,1,45,250,52
