cpu,lpm,transmit,listen,hops,d,_R,_Nb
64237,918740,9337,8422,1,135,250,90
66851,916127,10387,8911,2,67,250,90
23227,304474,3553,5660,1,135,250,90
28886,298806,7398,6966,2,67,250,90
22867,304598,3381,5426,1,135,250,90
26012,301453,5389,6012,2,67,250,90
26983,300482,5593,5507,1,135,250,90
29982,297483,7832,6297,2,67,250,90
22493,304978,3384,5494,1,135,250,90
26036,301434,5890,6296,2,67,250,90
22966,304499,3378,5447,1,135,250,90
28174,299291,6661,6725,2,67,250,90
27314,300151,5531,5590,1,135,250,90
28828,298640,6989,7002,2,67,250,90
21753,305713,3432,5483,1,135,250,90
28721,298745,7150,6982,2,67,250,90
21825,305642,3421,5590,1,135,250,90
31568,295897,8328,6498,2,67,250,90
21741,305726,3444,5387,1,135,250,90
28695,298773,7753,7317,2,67,250,90
22205,305266,3433,5450,1,135,250,90
27150,300318,6818,6785,2,67,250,90
23064,304400,3426,5669,1,135,250,90
30906,296560,8472,6597,2,67,250,90
23000,304467,3431,5480,1,135,250,90
26431,301036,6486,6612,2,67,250,90
22855,304612,3386,5454,1,135,250,90
25249,302219,5557,6096,2,67,250,90
22990,304477,3383,5448,1,135,250,90
28399,299068,7642,7281,2,67,250,90
22989,304478,3382,5439,1,135,250,90
24918,302549,5388,6008,2,67,250,90
23115,304352,3432,5540,1,135,250,90
25104,302364,5662,6153,2,67,250,90
22991,304475,3434,5526,1,135,250,90
26121,301345,6325,6541,2,67,250,90
22906,304561,3386,5483,1,135,250,90
26599,300868,6661,6726,2,67,250,90
22914,304553,3379,5430,1,135,250,90
24947,302520,5563,6092,2,67,250,90
22958,304510,3427,5504,1,135,250,90
27395,300072,7146,6984,2,67,250,90
22837,304629,3380,5469,1,135,250,90
24757,302710,5388,6010,2,67,250,90
26352,301114,5597,5530,1,135,250,90
25207,302260,5663,6244,2,67,250,90
22436,305034,3425,5547,1,135,250,90
26124,301346,5998,6363,2,67,250,90
22917,304548,3380,5406,1,135,250,90
29204,298261,7479,7128,2,67,250,90
23039,304428,3432,5453,1,135,250,90
27682,299785,6499,6612,2,67,250,90
22924,304544,3384,5433,1,135,250,90
26464,301003,5563,6084,2,67,250,90
22855,304611,3386,5453,1,135,250,90
29386,298082,7656,7252,2,67,250,90
22961,304507,3382,5368,1,135,250,90
30032,297435,7818,7373,2,67,250,90
22987,304479,3428,5396,1,135,250,90
28560,298907,6823,6791,2,67,250,90
22960,304507,3430,5428,1,135,250,90
27580,299886,6325,6551,2,67,250,90
23034,304433,3387,5548,1,135,250,90
