cpu,lpm,transmit,listen,hops,d,_R,_Nb
67541,915436,10805,9403,1,45,250,52
64226,918752,8918,7650,2,90,250,52
20776,306917,2187,4398,1,45,250,52
19001,308700,2039,3534,2,90,250,52
24036,303427,4181,4430,1,45,250,52
22934,304529,4084,3675,2,90,250,52
19341,308127,2064,4256,1,45,250,52
17875,309592,1921,3515,2,90,250,52
20191,307281,2017,4172,1,45,250,52
18584,308887,1921,3460,2,90,250,52
20739,306727,2020,4363,1,45,250,52
22947,304516,4087,3525,2,90,250,52
20568,306900,2016,4238,1,45,250,52
17910,309558,1923,3461,2,90,250,52
20543,306923,2021,4236,1,45,250,52
17884,309583,1925,3472,2,90,250,52
23974,303491,4170,4283,1,45,250,52
17964,309504,1921,3597,2,90,250,52
19405,308062,2065,4394,1,45,250,52
17876,309592,1921,3513,2,90,250,52
19637,307835,2017,4247,1,45,250,52
18045,309426,1921,3460,2,90,250,52
20536,306929,2021,4209,1,45,250,52
19186,308279,1926,3472,2,90,250,52
20639,306829,2020,4375,1,45,250,52
19156,308310,1925,3464,2,90,250,52
20539,306927,2020,4217,1,45,250,52
19166,308301,1925,3465,2,90,250,52
20537,306930,2021,4251,1,45,250,52
19187,308281,1925,3465,2,90,250,52
20540,306927,2018,4206,1,45,250,52
19157,308310,1926,3475,2,90,250,52
20681,306787,2015,4339,1,45,250,52
22658,304807,4092,3514,2,90,250,52
20555,306912,2014,4248,1,45,250,52
17881,309586,1922,3461,2,90,250,52
20539,306927,2021,4252,1,45,250,52
17875,309593,1923,3466,2,90,250,52
20539,306928,2021,4185,1,45,250,52
17918,309550,1923,3466,2,90,250,52
24618,302847,4180,4291,1,45,250,52
17959,309508,1922,3560,2,90,250,52
19351,308117,2019,4247,1,45,250,52
17882,309586,1923,3462,2,90,250,52
19295,308172,2019,4254,1,45,250,52
17924,309544,1923,3462,2,90,250,52
19948,307522,2064,4232,1,45,250,52
18290,309181,1920,3518,2,90,250,52
20562,306904,2019,4242,1,45,250,52
19153,308312,1924,3467,2,90,250,52
20675,306792,2020,4239,1,45,250,52
19207,308261,1926,3475,2,90,250,52
20555,306911,2019,4225,1,45,250,52
19155,308312,1925,3465,2,90,250,52
20603,306865,2020,4227,1,45,250,52
19157,308310,1926,3475,2,90,250,52
20726,306741,2015,4360,1,45,250,52
19236,308232,1926,3473,2,90,250,52
20566,306901,2019,4227,1,45,250,52
19184,308282,1925,3465,2,90,250,52
20540,306926,2018,4206,1,45,250,52
19157,308310,1929,3461,2,90,250,52
20584,306883,2019,4232,1,45,250,52
19177,308290,1925,3465,2,90,250,52
20524,306943,2019,4247,1,45,250,52
19186,308282,1925,3465,2,90,250,52
20573,306894,2019,4226,1,45,250,52
19154,308312,1924,3467,2,90,250,52
20638,306830,2015,4245,1,45,250,52
19239,308229,1926,3475,2,90,250,52
20570,306896,2015,4237,1,45,250,52
19185,308282,1925,3465,2,90,250,52
20597,306871,2020,4241,1,45,250,52
19157,308310,1926,3475,2,90,250,52
20597,306869,2018,4226,1,45,250,52
19183,308284,1929,3461,2,90,250,52
20615,306852,2018,4353,1,45,250,52
23342,304123,4089,3511,2,90,250,52
20546,306921,2021,4208,1,45,250,52
17875,309593,1923,3469,2,90,250,52
20628,306840,2023,4236,1,45,250,52
17930,309538,1923,3466,2,90,250,52
20582,306884,2015,4248,1,45,250,52
17908,309559,1920,3464,2,90,250,52
20734,306733,2021,4210,1,45,250,52
17875,309592,1922,3467,2,90,250,52
20594,306874,2021,4236,1,45,250,52
17905,309563,1923,3466,2,90,250,52
20699,306767,2021,4238,1,45,250,52
17875,309593,1923,3470,2,90,250,52
20544,306923,2021,4228,1,45,250,52
17875,309593,1923,3469,2,90,250,52
20606,306862,2023,4209,1,45,250,52
17963,309506,1923,3466,2,90,250,52
20596,306870,2020,4233,1,45,250,52
17901,309566,1920,3468,2,90,250,52
24914,302550,4181,4305,1,45,250,52
17909,309558,1920,3466,2,90,250,52
20394,307076,2020,4186,1,45,250,52
18843,308628,1922,3463,2,90,250,52
20522,306944,2020,4236,1,45,250,52
19078,308388,1925,3473,2,90,250,52
20457,307010,2020,4244,1,45,250,52
19079,308388,1926,3475,2,90,250,52
20659,306808,2015,4228,1,45,250,52
19219,308248,1926,3475,2,90,250,52
20542,306925,2020,4340,1,45,250,52
19078,308389,1925,3466,2,90,250,52
20581,306886,2020,4214,1,45,250,52
19186,308281,1926,3475,2,90,250,52
20559,306908,2018,4238,1,45,250,52
19117,308350,1929,3459,2,90,250,52
20678,306789,2020,4170,1,45,250,52
19185,308282,1925,3465,2,90,250,52
20435,307032,2020,4170,1,45,250,52
19078,308389,1925,3465,2,90,250,52
20599,306868,2015,4235,1,45,250,52
19223,308244,1926,3475,2,90,250,52
20579,306887,2015,4222,1,45,250,52
19184,308283,1925,3466,2,90,250,52
20564,306903,2015,4230,1,45,250,52
19077,308390,1925,3465,2,90,250,52
20487,306980,2020,4205,1,45,250,52
19121,308346,1926,3475,2,90,250,52
20558,306909,2020,4362,1,45,250,52
22563,304901,4092,3526,2,90,250,52
20463,307004,2021,4262,1,45,250,52
17359,310109,1923,3466,2,90,250,52
20667,306801,2020,4246,1,45,250,52
17397,310070,1920,3469,2,90,250,52
20515,306951,2021,4247,1,45,250,52
17328,310138,1923,3469,2,90,250,52
20456,307011,2021,4237,1,45,250,52
17329,310138,1923,3470,2,90,250,52
20561,306906,2021,4233,1,45,250,52
17375,310092,1923,3466,2,90,250,52
20627,306840,2021,4222,1,45,250,52
17329,310138,1923,3466,2,90,250,52
20462,307005,2021,4213,1,45,250,52
17360,310108,1923,3470,2,90,250,52
20667,306801,2015,4220,1,45,250,52
17408,310059,1920,3465,2,90,250,52
20565,306901,2015,4259,1,45,250,52
17333,310133,1920,3465,2,90,250,52
20489,306978,2021,4247,1,45,250,52
17329,310138,1923,3466,2,90,250,52
20576,306891,2021,4255,1,45,250,52
17379,310088,1923,3470,2,90,250,52
20462,307005,2021,4237,1,45,250,52
17329,310138,1923,3466,2,90,250,52
20579,306888,2014,4225,1,45,250,52
17365,310103,1923,3466,2,90,250,52
20606,306861,2023,4225,1,45,250,52
17407,310060,1923,3466,2,90,250,52
