cpu,lpm,transmit,listen,hops,d,_R,_Nb
64982,917995,9253,8311,1,45,250,52
66935,916043,10523,8987,2,90,250,52
25672,302026,5009,5215,1,45,250,52
30773,296916,7994,6191,2,90,250,52
20191,307275,2723,4411,1,45,250,52
19072,308394,2419,3966,2,90,250,52
20449,307019,2774,4812,1,45,250,52
25771,301696,5837,6075,2,90,250,52
21293,306178,2721,4768,1,45,250,52
25702,301769,5400,5798,2,90,250,52
21404,306060,2667,4414,1,45,250,52
19452,308013,1923,3689,2,90,250,52
25163,302302,4832,4617,1,45,250,52
17155,310313,331,2987,2,90,250,52
20405,307062,2715,4835,1,45,250,52
27719,299759,6372,6438,2,90,250,52
20231,307236,2673,4721,1,45,250,52
26385,301081,5390,5755,2,90,250,52
20507,306961,2722,4993,1,45,250,52
30871,296594,7890,6090,2,90,250,52
20819,306653,2721,4933,1,45,250,52
28765,298706,7810,7223,2,90,250,52
21552,305913,2679,4709,1,45,250,52
28023,299442,6657,6528,2,90,250,52
25546,301919,4828,4850,1,45,250,52
27921,299547,6492,6633,2,90,250,52
20212,307254,2720,4431,1,45,250,52
19417,308049,1923,3697,2,90,250,52
20363,307105,2722,4829,1,45,250,52
27622,299846,6160,6295,2,90,250,52
20312,307155,2727,4833,1,45,250,52
28119,299348,6657,6526,2,90,250,52
20145,307322,2673,4414,1,45,250,52
17024,310444,330,2758,2,90,250,52
20205,307262,2719,4481,1,45,250,52
20586,306891,2588,4113,2,90,250,52
20349,307118,2718,4947,1,45,250,52
29827,297640,7645,7132,2,90,250,52
20369,307098,2719,4711,1,45,250,52
27686,299781,6495,6456,2,90,250,52
20381,307086,2727,4739,1,45,250,52
22329,305136,3424,3377,2,90,250,52
20219,307248,2721,4467,1,45,250,52
18698,308769,2260,3889,2,90,250,52
20374,307093,2717,4762,1,45,250,52
27735,299734,7164,6808,2,90,250,52
20937,306533,2723,4439,1,45,250,52
19411,308058,2422,3973,2,90,250,52
21489,305976,2735,4433,1,45,250,52
18452,309014,1267,3348,2,90,250,52
21468,305999,2664,4404,1,45,250,52
18952,308515,1487,3511,2,90,250,52
21569,305897,2678,4807,1,45,250,52
27211,300256,6054,6193,2,90,250,52
21435,306033,2668,4399,1,45,250,52
19739,307729,2097,3770,2,90,250,52
21604,305863,2668,4653,1,45,250,52
26921,300546,5831,6034,2,90,250,52
21496,305970,2666,4742,1,45,250,52
26360,301106,5390,5810,2,90,250,52
21395,306072,2669,4428,1,45,250,52
18956,308511,1596,3531,2,90,250,52
21582,305885,2623,4699,1,45,250,52
27071,300396,6055,6193,2,90,250,52
21451,306016,2675,4402,1,45,250,52
19690,307778,2089,3779,2,90,250,52
21593,305875,2676,4699,1,45,250,52
27095,300372,5837,6038,2,90,250,52
21735,305732,2667,4960,1,45,250,52
26009,301459,5396,5804,2,90,250,52
21393,306073,2668,4403,1,45,250,52
18906,308560,1595,3534,2,90,250,52
21514,305953,2623,4697,1,45,250,52
27436,300031,6058,6183,2,90,250,52
25055,302410,4827,4503,1,45,250,52
20636,306830,2587,4207,2,90,250,52
20375,307093,2726,4762,1,45,250,52
26825,300643,5832,6043,2,90,250,52
20351,307117,2724,4573,1,45,250,52
23235,304229,4414,3937,2,90,250,52
20320,307146,2720,4867,1,45,250,52
27589,299879,7163,6811,2,90,250,52
20391,307076,2720,4712,1,45,250,52
27784,299683,6989,6728,2,90,250,52
20388,307078,2778,4748,1,45,250,52
25740,301728,5837,6078,2,90,250,52
20335,307132,2674,4725,1,45,250,52
24910,302557,5400,5747,2,90,250,52
20351,307116,2721,4774,1,45,250,52
27754,299713,7166,6803,2,90,250,52
20445,307022,2727,4751,1,45,250,52
27024,300443,6660,6563,2,90,250,52
20573,306894,2775,4762,1,45,250,52
27249,300220,6767,6612,2,90,250,52
20299,307167,2674,4727,1,45,250,52
24975,302491,5400,5747,2,90,250,52
20210,307257,2718,4405,1,45,250,52
18111,309356,1924,3674,2,90,250,52
21385,306086,2718,4470,1,45,250,52
16622,310849,330,2832,2,90,250,52
21529,305937,2720,4798,1,45,250,52
27784,299692,6375,6448,2,90,250,52
21402,306065,2734,4429,1,45,250,52
18308,309159,1268,3332,2,90,250,52
21562,305906,2727,4454,1,45,250,52
20010,307458,2254,3884,2,90,250,52
21480,305986,2668,4664,1,45,250,52
26359,301107,5394,5843,2,90,250,52
21308,306159,2622,4376,1,45,250,52
20438,307028,2590,4031,2,90,250,52
21525,305942,2675,4703,1,45,250,52
26649,300818,5837,6035,2,90,250,52
21518,305949,2669,4796,1,45,250,52
25844,301623,5390,5817,2,90,250,52
21589,305878,2667,4755,1,45,250,52
26823,300644,5730,6048,2,90,250,52
21668,305798,2665,4809,1,45,250,52
29953,297515,7816,7214,2,90,250,52
21432,306035,2668,4712,1,45,250,52
27987,299479,6659,6526,2,90,250,52
21540,305927,2668,4811,1,45,250,52
27881,299586,6493,6465,2,90,250,52
21447,306020,2623,4793,1,45,250,52
28979,298488,7150,6751,2,90,250,52
21410,306057,2668,4454,1,45,250,52
20513,306954,2586,4093,2,90,250,52
21356,306110,2676,4389,1,45,250,52
18350,309117,1265,3317,2,90,250,52
21455,306012,2669,4427,1,45,250,52
19987,307480,2255,3887,2,90,250,52
21470,305997,2668,4790,1,45,250,52
29058,298409,7149,6820,2,90,250,52
21360,306107,2668,4437,1,45,250,52
17387,310080,660,3024,2,90,250,52
21660,305807,2664,4829,1,45,250,52
27786,299691,6373,6447,2,90,250,52
21492,305975,2670,4805,1,45,250,52
27991,299475,6491,6465,2,90,250,52
21320,306147,2669,4398,1,45,250,52
18922,308545,1592,3538,2,90,250,52
21488,305979,2670,4402,1,45,250,52
17019,310448,331,2811,2,90,250,52
21305,306162,2661,4409,1,45,250,52
20514,306963,2587,4101,2,90,250,52
21411,306056,2678,4397,1,45,250,52
18350,309117,1265,3317,2,90,250,52
21369,306097,2669,4433,1,45,250,52
19945,307522,2258,3881,2,90,250,52
21330,306137,2668,4422,1,45,250,52
19327,308141,1925,3691,2,90,250,52
21339,306128,2670,4426,1,45,250,52
16975,310493,331,2811,2,90,250,52
21667,305801,2665,4812,1,45,250,52
27751,299727,6375,6452,2,90,250,52
21497,305969,2669,4796,1,45,250,52
28189,299277,6492,6463,2,90,250,52
21502,305965,2659,4706,1,45,250,52
26801,300667,5729,6035,2,90,250,52
21500,305967,2667,4404,1,45,250,52
17105,310362,331,2824,2,90,250,52
25121,302343,4824,4867,1,45,250,52
27716,299761,6371,6596,2,90,250,52
19826,307641,2721,4847,1,45,250,52
27763,299703,6491,6454,2,90,250,52
20292,307177,2722,4425,1,45,250,52
19037,308430,1593,3526,2,90,250,52
19812,307653,2722,4782,1,45,250,52
27105,300361,6059,6221,2,90,250,52
19671,307796,2729,4434,1,45,250,52
19686,307781,2089,3780,2,90,250,52
19902,307565,2726,4690,1,45,250,52
26778,300689,5832,6040,2,90,250,52
19685,307783,2726,4435,1,45,250,52
18589,308877,1268,3342,2,90,250,52
19670,307796,2714,4476,1,45,250,52
17878,309589,990,3200,2,90,250,52
19710,307758,2719,4443,1,45,250,52
17587,309891,648,3023,2,90,250,52
19969,307498,2715,4974,1,45,250,52
28272,299203,6689,6609,2,90,250,52
19690,307776,2675,4663,1,45,250,52
20921,306543,2497,2812,2,90,250,52
19886,307581,2712,4746,1,45,250,52
25070,302397,5721,6039,2,90,250,52
19646,307821,2722,4439,1,45,250,52
15162,312304,330,2835,2,90,250,52
19676,307791,2719,4439,1,45,250,52
18662,308815,2588,4090,2,90,250,52
20183,307286,2721,4465,1,45,250,52
16769,310699,1321,3414,2,90,250,52
19777,307690,2718,4449,1,45,250,52
18165,309301,2260,3889,2,90,250,52
19654,307812,2721,4447,1,45,250,52
17626,309841,1925,3673,2,90,250,52
19907,307561,2711,4942,1,45,250,52
28744,298724,7814,7214,2,90,250,52
19766,307700,2721,4829,1,45,250,52
27056,300410,6824,6665,2,90,250,52
19652,307815,2722,4474,1,45,250,52
15175,312292,331,2823,2,90,250,52
20807,306665,2719,4468,1,45,250,52
19713,307768,2592,4099,2,90,250,52
20880,306585,2665,4404,1,45,250,52
16426,311039,331,2804,2,90,250,52
21074,306394,2665,4839,1,45,250,52
27631,299845,6375,6453,2,90,250,52
20975,306491,2674,4365,1,45,250,52
17913,309554,1268,3332,2,90,250,52
20899,306568,2678,4372,1,45,250,52
18131,309336,1266,3327,2,90,250,52
21026,306441,2668,4761,1,45,250,52
27069,300398,6059,6231,2,90,250,52
25216,302250,4830,4444,1,45,250,52
19285,308182,2087,3877,2,90,250,52
19790,307675,2725,4687,1,45,250,52
27734,299733,6657,6548,2,90,250,52
19770,307697,2719,4760,1,45,250,52
25643,301824,5390,5823,2,90,250,52
19871,307596,2721,4862,1,45,250,52
26766,300701,5730,6041,2,90,250,52
19680,307788,2724,4424,1,45,250,52
16439,311028,330,2838,2,90,250,52
19778,307689,2768,4445,1,45,250,52
19936,307542,2537,4080,2,90,250,52
19847,307620,2776,4443,1,45,250,52
17987,309480,1267,3386,2,90,250,52
19649,307817,2721,4465,1,45,250,52
19982,307484,2589,4104,2,90,250,52
19625,307842,2719,4490,1,45,250,52
17413,310055,990,3200,2,90,250,52
19723,307744,2718,4425,1,45,250,52
17006,310471,648,3024,2,90,250,52
19887,307581,2718,4915,1,45,250,52
27519,299958,6375,6449,2,90,250,52
19658,307808,2729,4439,1,45,250,52
17866,309601,1268,3338,2,90,250,52
19815,307653,2775,4443,1,45,250,52
18294,309174,1266,3380,2,90,250,52
19837,307630,2714,4780,1,45,250,52
27097,300369,6060,6227,2,90,250,52
19688,307778,2728,4439,1,45,250,52
19119,308348,2087,3781,2,90,250,52
19864,307603,2732,4738,1,45,250,52
28136,299331,6663,6543,2,90,250,52
19873,307595,2725,4809,1,45,250,52
27885,299582,6491,6464,2,90,250,52
19685,307781,2721,4454,1,45,250,52
18920,308547,1926,3695,2,90,250,52
19939,307529,2713,4850,1,45,250,52
30140,297329,7811,7208,2,90,250,52
19851,307615,2721,4701,1,45,250,52
27541,299925,6660,6533,2,90,250,52
19659,307809,2676,4388,1,45,250,52
16391,311076,330,2758,2,90,250,52
19828,307638,2771,4431,1,45,250,52
19962,307515,2539,4082,2,90,250,52
19635,307832,2719,4491,1,45,250,52
17470,309997,992,3204,2,90,250,52
19624,307843,2719,4417,1,45,250,52
16960,310517,648,3018,2,90,250,52
19900,307569,2718,4764,1,45,250,52
27927,299551,6691,6612,2,90,250,52
19780,307686,2717,4827,1,45,250,52
25604,301862,5390,5826,2,90,250,52
19807,307660,2725,4843,1,45,250,52
26707,300760,5722,6037,2,90,250,52
19772,307696,2725,4436,1,45,250,52
19284,308182,2091,3777,2,90,250,52
19781,307685,2726,4811,1,45,250,52
26172,301295,5832,6028,2,90,250,52
19722,307745,2675,4755,1,45,250,52
25708,301759,5390,5759,2,90,250,52
19824,307645,2721,4445,1,45,250,52
18489,308978,1594,3532,2,90,250,52
19832,307634,2717,4782,1,45,250,52
26940,300527,6059,6223,2,90,250,52
19695,307772,2728,4408,1,45,250,52
19150,308317,2087,3781,2,90,250,52
20021,307446,2724,4814,1,45,250,52
30995,296468,7988,6083,2,90,250,52
19835,307633,2722,4819,1,45,250,52
24384,303083,5404,5810,2,90,250,52
19646,307820,2721,4478,1,45,250,52
17140,310327,1596,3528,2,90,250,52
19937,307531,2721,4870,1,45,250,52
25520,301948,6048,6221,2,90,250,52
19691,307776,2721,4452,1,45,250,52
18794,308672,2420,3971,2,90,250,52
19766,307700,2720,4759,1,45,250,52
26927,300539,6988,6731,2,90,250,52
19735,307732,2724,4429,1,45,250,52
18748,308719,2586,4080,2,90,250,52
19654,307813,2720,4461,1,45,250,52
16185,311282,990,3194,2,90,250,52
19921,307546,2772,4829,1,45,250,52
26306,301171,6475,6538,2,90,250,52
20009,307460,2775,4788,1,45,250,52
25149,302318,5830,6071,2,90,250,52
19763,307704,2673,4783,1,45,250,52
24562,302904,5404,5745,2,90,250,52
19641,307825,2723,4461,1,45,250,52
17165,310303,1592,3536,2,90,250,52
19896,307571,2724,4926,1,45,250,52
28302,299165,7814,7235,2,90,250,52
19945,307523,2775,4777,1,45,250,52
25357,302109,5830,6075,2,90,250,52
19699,307767,2677,4735,1,45,250,52
24308,303159,5400,5747,2,90,250,52
19788,307680,2729,4440,1,45,250,52
17704,309762,1926,3682,2,90,250,52
19737,307729,2720,4821,1,45,250,52
28295,299172,7807,7227,2,90,250,52
19827,307641,2721,4741,1,45,250,52
26011,301455,6489,6458,2,90,250,52
