cpu,lpm,transmit,listen,hops,d,_R,_Nb
83637,899445,10117,972892,1,45,250,52
74175,908907,10121,972877,2,90,250,52
19598,308071,2684,324963,1,45,250,52
18463,309207,58,327610,2,90,250,52
19226,308326,159,327392,1,45,250,52
19354,308107,2570,324866,2,90,250,52
17190,310397,160,327425,1,45,250,52
14519,312925,57,327386,2,90,250,52
15775,311683,159,327298,1,45,250,52
15070,312401,56,327414,2,90,250,52
19654,307800,157,327293,1,45,250,52
19471,307990,2576,324866,2,90,250,52
16466,310991,160,327295,1,45,250,52
14534,312911,58,327387,2,90,250,52
22688,304766,2674,324751,1,45,250,52
17627,309838,55,327408,2,90,250,52
15145,312301,159,327287,1,45,250,52
14504,312962,56,327409,2,90,250,52
15148,312307,157,327296,1,45,250,52
14504,312962,56,327409,2,90,250,52
15263,312195,157,327299,1,45,250,52
14538,312929,56,327410,2,90,250,52
16466,310988,156,327295,1,45,250,52
15805,311664,55,327412,2,90,250,52
16438,311017,157,327296,1,45,250,52
15783,311680,55,327406,2,90,250,52
16427,311028,157,327295,1,45,250,52
15794,311671,55,327409,2,90,250,52
16427,311029,158,327295,1,45,250,52
15816,311650,55,327409,2,90,250,52
23468,303987,2677,324752,1,45,250,52
18911,308553,55,327408,2,90,250,52
15203,312245,159,327287,1,45,250,52
15824,311642,56,327410,2,90,250,52
15143,312311,158,327296,1,45,250,52
15784,311680,55,327408,2,90,250,52
15157,312298,158,327297,1,45,250,52
15783,311682,56,327409,2,90,250,52
15153,312302,158,327297,1,45,250,52
15830,311636,56,327410,2,90,250,52
15174,312282,158,327297,1,45,250,52
15783,311681,54,327408,2,90,250,52
15160,312295,158,327296,1,45,250,52
15783,311682,56,327409,2,90,250,52
18396,309060,158,327296,1,45,250,52
19467,307997,2574,324871,2,90,250,52
15494,311963,160,327296,1,45,250,52
14784,312663,57,327389,2,90,250,52
16484,310971,156,327296,1,45,250,52
15782,311681,55,327407,2,90,250,52
16428,311027,156,327294,1,45,250,52
15833,311633,56,327410,2,90,250,52
16459,310998,158,327297,1,45,250,52
15783,311681,54,327408,2,90,250,52
16446,311009,156,327294,1,45,250,52
15783,311682,56,327409,2,90,250,52
16487,310970,157,327297,1,45,250,52
15864,311602,56,327411,2,90,250,52
16426,311028,157,327296,1,45,250,52
15814,311651,55,327409,2,90,250,52
16449,311007,158,327296,1,45,250,52
15782,311682,55,327408,2,90,250,52
16428,311028,157,327295,1,45,250,52
