cpu,lpm,transmit,listen,hops,d,_R,_Nb
74223,908859,10123,972882,2,90,250,52
15984,311688,164,327507,1,45,250,52
15307,312363,58,327610,2,90,250,52
26359,301091,2679,324750,1,45,250,52
22533,304928,2575,324859,2,90,250,52
15139,312304,159,327280,1,45,250,52
14505,312939,57,327386,2,90,250,52
19682,307775,2676,324756,1,45,250,52
18175,309296,56,327414,2,90,250,52
18301,309143,159,327283,1,45,250,52
19502,307959,2576,324866,2,90,250,52
18270,309185,159,327294,1,45,250,52
14534,312911,58,327387,2,90,250,52
15139,312317,158,327297,1,45,250,52
14509,312956,55,327408,2,90,250,52
15134,312322,157,327295,1,45,250,52
14504,312962,55,327409,2,90,250,52
15135,312321,157,327295,1,45,250,52
14504,312962,56,327409,2,90,250,52
15195,312262,156,327296,1,45,250,52
14538,312929,56,327410,2,90,250,52
19582,307873,2675,324761,1,45,250,52
18904,308565,55,327412,2,90,250,52
15136,312307,158,327282,1,45,250,52
15784,311679,55,327407,2,90,250,52
15146,312310,157,327296,1,45,250,52
15795,311670,55,327408,2,90,250,52
15136,312320,157,327296,1,45,250,52
15816,311650,55,327409,2,90,250,52
18302,309155,157,327297,1,45,250,52
15785,311679,55,327408,2,90,250,52
15174,312282,158,327296,1,45,250,52
15826,311640,55,327408,2,90,250,52
15137,312318,158,327296,1,45,250,52
15784,311680,55,327408,2,90,250,52
15138,312318,158,327296,1,45,250,52
15785,311680,56,327409,2,90,250,52
15180,312277,158,327297,1,45,250,52
15830,311636,56,327410,2,90,250,52
15135,312320,156,327296,1,45,250,52
15785,311679,54,327408,2,90,250,52
15138,312318,157,327295,1,45,250,52
15785,311680,55,327407,2,90,250,52
18310,309147,158,327297,1,45,250,52
19505,307959,2573,324872,2,90,250,52
15429,312030,160,327299,1,45,250,52
14749,312698,57,327389,2,90,250,52
16450,311002,156,327293,1,45,250,52
15784,311679,55,327407,2,90,250,52
16469,310987,157,327294,1,45,250,52
15835,311631,55,327408,2,90,250,52
16421,311034,157,327292,1,45,250,52
15784,311680,55,327408,2,90,250,52
16422,311034,158,327292,1,45,250,52
15785,311680,56,327409,2,90,250,52
16502,310955,158,327294,1,45,250,52
15864,311602,56,327411,2,90,250,52
16417,311035,157,327293,1,45,250,52
15816,311649,55,327409,2,90,250,52
16421,311035,157,327292,1,45,250,52
15784,311680,55,327408,2,90,250,52
16475,310982,156,327294,1,45,250,52
15806,311659,55,327409,2,90,250,52
16421,311034,157,327293,1,45,250,52
15816,311650,55,327408,2,90,250,52
16420,311036,156,327293,1,45,250,52
15784,311680,55,327408,2,90,250,52
16504,310953,158,327294,1,45,250,52
15867,311599,56,327411,2,90,250,52
16450,311003,159,327292,1,45,250,52
15816,311649,55,327409,2,90,250,52
16421,311034,157,327292,1,45,250,52
15785,311679,56,327408,2,90,250,52
16446,311010,157,327294,1,45,250,52
15811,311654,55,327408,2,90,250,52
22695,304761,157,327294,1,45,250,52
19884,307579,2574,324866,2,90,250,52
16426,311030,159,327291,1,45,250,52
14504,312940,57,327386,2,90,250,52
16506,310951,156,327294,1,45,250,52
14558,312909,55,327410,2,90,250,52
16420,311032,159,327291,1,45,250,52
14532,312934,55,327410,2,90,250,52
19439,308015,2637,324787,1,45,250,52
17574,309891,55,327409,2,90,250,52
15192,312253,158,327285,1,45,250,52
14535,312931,55,327409,2,90,250,52
15162,312294,157,327297,1,45,250,52
14505,312961,55,327409,2,90,250,52
15134,312321,156,327295,1,45,250,52
14504,312962,55,327410,2,90,250,52
15221,312236,156,327296,1,45,250,52
14590,312877,55,327411,2,90,250,52
15137,312318,158,327296,1,45,250,52
14531,312934,54,327409,2,90,250,52
15136,312320,157,327296,1,45,250,52
14533,312933,55,327409,2,90,250,52
15935,311524,156,327300,1,45,250,52
15295,312174,55,327413,2,90,250,52
16323,311129,159,327292,1,45,250,52
15686,311777,56,327407,2,90,250,52
16489,310968,157,327294,1,45,250,52
15685,311780,55,327409,2,90,250,52
16479,310977,157,327293,1,45,250,52
15848,311618,55,327410,2,90,250,52
16320,311132,158,327292,1,45,250,52
15685,311779,55,327408,2,90,250,52
16488,310969,157,327294,1,45,250,52
15815,311651,55,327410,2,90,250,52
16360,311095,157,327292,1,45,250,52
15723,311741,55,327408,2,90,250,52
16323,311133,156,327294,1,45,250,52
15815,311651,55,327410,2,90,250,52
16452,311005,157,327295,1,45,250,52
15685,311779,55,327408,2,90,250,52
20728,306726,2685,324752,1,45,250,52
18979,308487,55,327410,2,90,250,52
14510,312933,158,327281,1,45,250,52
15816,311650,55,327408,2,90,250,52
14512,312944,158,327297,1,45,250,52
15685,311779,55,327408,2,90,250,52
14552,312904,156,327297,1,45,250,52
15727,311738,55,327409,2,90,250,52
17684,309772,158,327298,1,45,250,52
19166,308297,2581,324867,2,90,250,52
14515,312941,159,327294,1,45,250,52
13907,313537,58,327387,2,90,250,52
14577,312879,156,327297,1,45,250,52
13946,313519,55,327410,2,90,250,52
14506,312950,156,327297,1,45,250,52
13875,313590,55,327409,2,90,250,52
14538,312918,158,327297,1,45,250,52
13875,313590,55,327409,2,90,250,52
14584,312871,159,327297,1,45,250,52
13921,313544,55,327409,2,90,250,52
14507,312949,157,327297,1,45,250,52
13877,313589,55,327409,2,90,250,52
14508,312948,156,327297,1,45,250,52
13905,313560,55,327410,2,90,250,52
17720,309736,156,327298,1,45,250,52
13950,313515,55,327410,2,90,250,52
14511,312944,158,327296,1,45,250,52
13875,313590,55,327409,2,90,250,52
14539,312917,158,327297,1,45,250,52
13875,313590,55,327409,2,90,250,52
14558,312897,159,327296,1,45,250,52
13925,313540,55,327409,2,90,250,52
14507,312949,157,327297,1,45,250,52
13877,313589,55,327409,2,90,250,52
14566,312890,156,327298,1,45,250,52
13905,313560,55,327410,2,90,250,52
14584,312872,156,327298,1,45,250,52
13954,313511,55,327410,2,90,250,52
14541,312915,157,327298,1,45,250,52
13875,313590,55,327409,2,90,250,52
14508,312947,159,327296,1,45,250,52
13933,313532,55,327410,2,90,250,52
14589,312867,156,327298,1,45,250,52
13929,313536,55,327409,2,90,250,52
14507,312949,157,327296,1,45,250,52
13877,313589,55,327409,2,90,250,52
14508,312948,156,327297,1,45,250,52
13875,313590,55,327409,2,90,250,52
14591,312865,158,327298,1,45,250,52
13958,313507,55,327410,2,90,250,52
14506,312950,156,327297,1,45,250,52
13905,313560,55,327410,2,90,250,52
14508,312948,155,327295,1,45,250,52
13905,313560,55,327410,2,90,250,52
14594,312862,155,327297,1,45,250,52
13933,313532,55,327409,2,90,250,52
14539,312917,158,327297,1,45,250,52
13906,313560,55,327410,2,90,250,52
14506,312949,157,327296,1,45,250,52
13875,313590,55,327409,2,90,250,52
14595,312861,158,327298,1,45,250,52
13962,313503,55,327410,2,90,250,52
14506,312950,156,327297,1,45,250,52
13905,313560,55,327410,2,90,250,52
14507,312949,156,327296,1,45,250,52
13875,313590,55,327409,2,90,250,52
14599,312857,158,327298,1,45,250,52
13937,313528,55,327409,2,90,250,52
14566,312890,158,327297,1,45,250,52
13877,313589,55,327409,2,90,250,52
14508,312948,156,327297,1,45,250,52
13875,313590,55,327409,2,90,250,52
15213,312244,158,327298,1,45,250,52
14347,313119,55,327410,2,90,250,52
14510,312945,157,327294,1,45,250,52
13875,313589,55,327407,2,90,250,52
14509,312947,157,327297,1,45,250,52
13875,313590,55,327409,2,90,250,52
14574,312882,157,327297,1,45,250,52
13941,313524,55,327409,2,90,250,52
14508,312948,158,327297,1,45,250,52
13907,313559,55,327410,2,90,250,52
14541,312915,157,327298,1,45,250,52
13875,313590,55,327409,2,90,250,52
15446,312013,159,327300,1,45,250,52
15009,312460,55,327414,2,90,250,52
15792,311659,158,327293,1,45,250,52
15157,312306,55,327406,2,90,250,52
15793,311662,157,327294,1,45,250,52
15157,312308,55,327408,2,90,250,52
15896,311560,157,327295,1,45,250,52
15227,312238,55,327408,2,90,250,52
15795,311660,156,327293,1,45,250,52
15157,312308,56,327409,2,90,250,52
15794,311662,157,327294,1,45,250,52
15219,312247,55,327409,2,90,250,52
15895,311562,157,327295,1,45,250,52
15258,312208,55,327410,2,90,250,52
15794,311661,157,327294,1,45,250,52
15156,312308,55,327408,2,90,250,52
15848,311609,157,327295,1,45,250,52
15188,312278,54,327410,2,90,250,52
19386,308067,2679,324758,1,45,250,52
18360,309104,55,327409,2,90,250,52
14537,312907,158,327285,1,45,250,52
15156,312309,55,327409,2,90,250,52
14509,312947,157,327296,1,45,250,52
15156,312309,54,327409,2,90,250,52
14610,312846,157,327297,1,45,250,52
15261,312205,54,327410,2,90,250,52
14509,312947,157,327296,1,45,250,52
15188,312277,55,327409,2,90,250,52
14511,312945,158,327296,1,45,250,52
15157,312307,56,327408,2,90,250,52
14585,312871,156,327296,1,45,250,52
15235,312230,55,327408,2,90,250,52
14538,312918,158,327298,1,45,250,52
15157,312308,56,327409,2,90,250,52
14508,312948,156,327295,1,45,250,52
15189,312277,55,327409,2,90,250,52
14614,312842,157,327298,1,45,250,52
15265,312200,55,327409,2,90,250,52
14509,312947,157,327295,1,45,250,52
15189,312277,55,327410,2,90,250,52
14540,312916,158,327298,1,45,250,52
15188,312277,55,327409,2,90,250,52
14591,312865,158,327296,1,45,250,52
15238,312226,55,327408,2,90,250,52
14538,312918,157,327298,1,45,250,52
15156,312309,55,327409,2,90,250,52
14509,312947,157,327295,1,45,250,52
15156,312309,54,327409,2,90,250,52
14618,312838,157,327297,1,45,250,52
15302,312164,54,327411,2,90,250,52
14510,312946,157,327296,1,45,250,52
15157,312307,55,327407,2,90,250,52
17680,309776,157,327297,1,45,250,52
18398,309065,2576,324869,2,90,250,52
14599,312857,159,327294,1,45,250,52
13991,313453,57,327387,2,90,250,52
14506,312950,156,327296,1,45,250,52
13875,313590,55,327408,2,90,250,52
14564,312892,159,327298,1,45,250,52
13905,313561,55,327410,2,90,250,52
14621,312835,157,327297,1,45,250,52
14017,313449,55,327409,2,90,250,52
14538,312918,157,327298,1,45,250,52
13874,313590,55,327408,2,90,250,52
14508,312948,158,327296,1,45,250,52
13875,313590,55,327409,2,90,250,52
14625,312831,158,327298,1,45,250,52
13965,313500,55,327409,2,90,250,52
14507,312949,158,327297,1,45,250,52
13876,313590,55,327410,2,90,250,52
14507,312949,157,327297,1,45,250,52
13875,313590,55,327409,2,90,250,52
14623,312833,157,327298,1,45,250,52
14022,313444,55,327410,2,90,250,52
14509,312947,157,327297,1,45,250,52
13874,313590,55,327408,2,90,250,52
14507,312949,158,327297,1,45,250,52
13876,313590,55,327409,2,90,250,52
14629,312827,158,327298,1,45,250,52
13969,313497,55,327409,2,90,250,52
14536,312920,158,327298,1,45,250,52
13876,313590,55,327410,2,90,250,52
14507,312949,158,327297,1,45,250,52
13904,313561,55,327410,2,90,250,52
14629,312827,157,327297,1,45,250,52
14025,313441,55,327409,2,90,250,52
14509,312947,157,327296,1,45,250,52
13903,313561,55,327409,2,90,250,52
14509,312947,157,327297,1,45,250,52
13904,313561,55,327409,2,90,250,52
14632,312824,156,327297,1,45,250,52
13972,313493,55,327408,2,90,250,52
14564,312892,158,327297,1,45,250,52
13876,313590,55,327410,2,90,250,52
14507,312949,157,327297,1,45,250,52
13875,313590,55,327409,2,90,250,52
14661,312796,157,327298,1,45,250,52
13999,313466,55,327410,2,90,250,52
14506,312949,156,327294,1,45,250,52
13904,313561,55,327409,2,90,250,52
17655,309801,157,327296,1,45,250,52
13875,313590,55,327408,2,90,250,52
14608,312849,157,327298,1,45,250,52
13976,313489,55,327409,2,90,250,52
14507,312949,158,327297,1,45,250,52
13877,313589,55,327409,2,90,250,52
14538,312918,156,327298,1,45,250,52
13875,313590,55,327409,2,90,250,52
14638,312817,159,327297,1,45,250,52
14006,313459,55,327410,2,90,250,52
