cpu,lpm,transmit,listen,hops,d,_R,_Nb
66691,916327,8139,279594,1,45,250,52
34469,293213,861,92945,1,45,250,52
72196,910826,8743,281797,2,90,250,52
19311,308163,449,96724,1,45,250,52
32571,295114,367,98047,2,90,250,52
22698,304764,2615,93781,2,90,250,52
27699,299773,897,91796,1,45,250,52
17493,309956,389,95618,2,90,250,52
41403,286065,2807,95207,1,45,250,52
31890,295581,386,95478,2,90,250,52
31977,295706,2734,95103,1,45,250,52
16153,311312,165,96751,2,90,250,52
35551,291905,524,96990,1,45,250,52
43267,284197,505,97330,1,45,250,52
17956,309510,441,95960,2,90,250,52
27075,300392,514,95112,1,45,250,52
32093,295380,275,97115,2,90,250,52
19551,307916,441,96714,2,90,250,52
38025,289439,929,94999,1,45,250,52
43415,284052,517,92755,1,45,250,52
30885,296576,443,97256,1,45,250,52
39879,287586,569,96446,1,45,250,52
43844,283621,616,96295,1,45,250,52
32306,295158,750,95187,1,45,250,52
38249,289214,494,91303,1,45,250,52
42498,284968,424,94650,1,45,250,52
32416,295049,312,97399,1,45,250,52
21466,305993,440,96188,2,90,250,52
37281,290182,652,93008,1,45,250,52
21719,305746,224,96869,2,90,250,52
34103,293365,168,97283,2,90,250,52
46734,280731,3088,92204,1,45,250,52
31663,295790,689,96045,1,45,250,52
23257,304212,225,96824,2,90,250,52
31466,296000,817,94271,1,45,250,52
26887,300576,446,95806,2,90,250,52
36269,291196,110,97558,2,90,250,52
43433,284034,835,91578,1,45,250,52
32839,294628,512,97565,1,45,250,52
40994,286469,861,96917,1,45,250,52
47443,280023,645,97213,1,45,250,52
40131,287332,957,93784,1,45,250,52
38682,288782,657,92837,1,45,250,52
44544,282921,555,97438,1,45,250,52
34733,292730,330,95928,1,45,250,52
36679,290784,882,94383,1,45,250,52
43612,283852,588,96017,1,45,250,52
28213,299478,275,96270,2,90,250,52
35224,292242,798,95363,1,45,250,52
34965,292497,533,96894,1,45,250,52
40601,286864,440,96477,1,45,250,52
28261,299206,387,94999,2,90,250,52
28505,298959,165,96145,2,90,250,52
36901,290567,880,96973,1,45,250,52
40267,287199,165,95384,2,90,250,52
31817,295645,737,92069,1,45,250,52
32465,295001,166,94833,2,90,250,52
42024,285442,506,95812,1,45,250,52
36951,290514,424,98023,1,45,250,52
34722,292743,606,92138,1,45,250,52
44003,283461,480,95766,1,45,250,52
37558,289905,831,94815,1,45,250,52
40022,287442,279,97199,2,90,250,52
35124,292318,221,95124,2,90,250,52
36706,290760,165,96959,2,90,250,52
31511,295957,980,95069,1,45,250,52
44648,282813,757,93037,1,45,250,52
44272,283192,329,96401,2,90,250,52
42889,284578,946,96361,1,45,250,52
33200,294262,2705,94390,1,45,250,52
36415,291048,330,95970,2,90,250,52
34172,293291,553,96210,2,90,250,52
44868,282590,1185,94271,1,45,250,52
42773,284691,330,96555,2,90,250,52
38877,288577,559,96015,1,45,250,52
29505,297959,669,94879,1,45,250,52
37120,290345,165,97642,2,90,250,52
47518,279947,2968,93677,1,45,250,52
34855,292611,109,95668,2,90,250,52
36416,291039,529,94598,1,45,250,52
27435,300028,671,95872,1,45,250,52
47292,280172,2215,95457,2,90,250,52
37981,289488,486,93950,1,45,250,52
38807,288819,606,95625,1,45,250,52
28093,299485,647,95526,1,45,250,52
39223,288235,695,95400,1,45,250,52
36325,291140,275,97354,2,90,250,52
28789,298676,110,95269,2,90,250,52
38161,289310,550,97056,1,45,250,52
27559,300132,276,97066,1,45,250,52
40925,286539,331,95480,1,45,250,52
42568,284897,539,96746,1,45,250,52
34542,292923,900,98646,1,45,250,52
46225,281238,539,96341,1,45,250,52
42326,285140,495,96290,1,45,250,52
32090,295375,509,96178,1,45,250,52
44104,283357,761,94915,1,45,250,52
29076,298388,498,96552,1,45,250,52
39724,287741,369,94494,1,45,250,52
45452,282013,792,97086,1,45,250,52
29839,297625,898,92733,1,45,250,52
30648,296818,330,98543,2,90,250,52
37752,289715,827,95654,1,45,250,52
42096,285368,368,97411,1,45,250,52
30475,296990,697,96639,1,45,250,52
40143,287323,466,98791,1,45,250,52
46221,281243,872,97047,1,45,250,52
32343,295121,515,96940,1,45,250,52
39393,288070,588,95285,1,45,250,52
41003,286451,165,95963,2,90,250,52
40117,287347,697,94668,1,45,250,52
28781,298684,405,97611,1,45,250,52
41853,285609,111,96590,2,90,250,52
36421,291043,905,93309,1,45,250,52
29403,298061,331,94644,2,90,250,52
40605,286860,165,97877,2,90,250,52
44975,282491,1263,93276,1,45,250,52
35095,292359,838,94676,1,45,250,52
42548,284916,165,97763,2,90,250,52
29014,298450,221,94221,2,90,250,52
32728,293936,826,92761,1,45,250,52
43367,284305,955,92801,1,45,250,52
38509,288956,56,97345,2,90,250,52
42582,284891,275,92880,2,90,250,52
30814,296715,545,96921,1,45,250,52
29887,297579,111,97077,2,90,250,52
34261,293203,1043,92299,1,45,250,52
44108,283344,963,93962,1,45,250,52
39563,287901,280,95756,2,90,250,52
33351,294115,1003,92205,1,45,250,52
31771,295682,696,94381,1,45,250,52
42514,284948,332,98064,2,90,250,52
38439,289026,618,96379,1,45,250,52
29558,297906,503,94176,1,45,250,52
40106,287358,494,96028,2,90,250,52
40077,287387,387,92551,2,90,250,52
32255,295210,331,96590,2,90,250,52
30388,297082,794,96182,1,45,250,52
40114,287350,493,95540,2,90,250,52
39578,287885,716,92539,1,45,250,52
41115,286351,108,96518,2,90,250,52
31472,295992,587,95031,1,45,250,52
32186,295277,440,98039,2,90,250,52
35604,291860,386,95899,2,90,250,52
32814,294653,1051,94831,1,45,250,52
41424,286041,386,97837,2,90,250,52
31714,295751,276,97383,2,90,250,52
40911,286543,1166,93063,1,45,250,52
37510,289956,276,96845,2,90,250,52
32190,295265,626,95366,1,45,250,52
23754,303708,445,95314,1,45,250,52
45004,282459,553,96146,2,90,250,52
37025,290435,659,96372,2,90,250,52
40377,287090,220,96458,2,90,250,52
34077,293387,440,93995,2,90,250,52
39308,288163,888,92942,1,45,250,52
33525,293938,565,96717,1,45,250,52
33123,294345,566,96369,1,45,250,52
44629,282835,696,97311,1,45,250,52
40357,287106,551,97379,2,90,250,52
36302,291163,478,95915,1,45,250,52
37287,290178,2677,93646,1,45,250,52
43770,283997,762,95598,1,45,250,52
35732,291925,724,92677,1,45,250,52
30093,297371,549,97309,2,90,250,52
28827,298641,459,97897,1,45,250,52
43785,283680,789,97300,1,45,250,52
24028,303439,330,98097,2,90,250,52
38235,289228,1210,95582,1,45,250,52
39947,287540,715,95418,2,90,250,52
30647,296808,1186,94296,1,45,250,52
43448,284005,332,96453,1,45,250,52
28395,299042,221,98378,2,90,250,52
25005,302464,275,97082,2,90,250,52
37762,289705,608,94622,1,45,250,52
38977,288487,165,96508,2,90,250,52
36809,290655,440,93223,2,90,250,52
29694,297772,965,93314,1,45,250,52
43384,284080,658,97649,1,45,250,52
38229,289234,538,96161,1,45,250,52
31720,295745,673,95185,1,45,250,52
42783,284681,562,96122,1,45,250,52
39672,287793,626,95474,1,45,250,52
27741,299723,478,92721,1,45,250,52
38274,289191,220,96162,2,90,250,52
36751,290714,541,91433,1,45,250,52
40039,287423,660,95088,1,45,250,52
27894,299572,641,98546,1,45,250,52
41640,285826,276,98246,1,45,250,52
31775,295689,386,97386,2,90,250,52
39277,288187,891,94521,1,45,250,52
42853,284612,221,97483,2,90,250,52
30095,297372,736,95782,1,45,250,52
38553,288912,165,95313,2,90,250,52
39235,288227,925,93221,1,45,250,52
39119,288348,680,97375,1,45,250,52
41642,285803,219,94919,2,90,250,52
27696,299768,626,94190,1,45,250,52
39825,287641,56,95912,2,90,250,52
40437,287027,778,93706,1,45,250,52
31979,295494,275,94108,2,90,250,52
41909,285555,627,95664,1,45,250,52
27233,300230,642,93372,1,45,250,52
44564,282898,498,98838,2,90,250,52
37480,289986,827,97936,1,45,250,52
42786,284678,468,96351,1,45,250,52
29762,297702,743,96254,1,45,250,52
37679,289786,219,97801,1,45,250,52
40975,286489,586,94263,1,45,250,52
29065,298398,552,95691,2,90,250,52
28823,298644,726,94542,1,45,250,52
40219,287246,333,95644,2,90,250,52
34850,292614,790,98860,1,45,250,52
42014,285451,497,95997,2,90,250,52
42303,285162,742,95453,1,45,250,52
29920,297541,661,92782,1,45,250,52
43424,284041,380,91568,2,90,250,52
37708,289759,942,93642,1,45,250,52
43054,284409,275,96843,1,45,250,52
28992,298475,276,93543,2,90,250,52
30961,296505,800,96253,1,45,250,52
41538,285925,275,97059,2,90,250,52
33159,294305,479,96041,1,45,250,52
28876,298587,221,95287,2,90,250,52
39091,288373,642,92782,1,45,250,52
25929,301536,440,95686,1,45,250,52
39020,288445,224,97038,2,90,250,52
39433,288031,223,93134,2,90,250,52
29529,297938,709,92841,1,45,250,52
35983,291481,442,95897,1,45,250,52
39637,287827,333,96416,2,90,250,52
43056,284408,220,96382,2,90,250,52
30757,296712,706,92779,1,45,250,52
33966,293496,330,97276,1,45,250,52
44562,282904,893,96647,1,45,250,52
33264,294200,680,95638,1,45,250,52
36141,291323,613,96736,1,45,250,52
41432,286034,461,96013,1,45,250,52
35747,291718,385,97323,1,45,250,52
37502,290010,476,96436,1,45,250,52
42921,284776,478,97420,1,45,250,52
35179,292510,613,94863,1,45,250,52
34670,292794,630,96065,1,45,250,52
41856,285610,330,98639,1,45,250,52
35480,291986,594,96957,1,45,250,52
35751,291712,612,95787,1,45,250,52
43114,284350,413,96450,1,45,250,52
36473,290991,761,95464,1,45,250,52
34797,292667,524,96422,1,45,250,52
43359,284105,531,93880,1,45,250,52
36373,291091,725,94549,1,45,250,52
27791,299674,367,95579,1,45,250,52
40489,286977,55,94547,2,90,250,52
42520,284945,866,95105,1,45,250,52
33576,293898,165,95620,2,90,250,52
32647,294815,909,91995,1,45,250,52
35624,291840,165,96320,2,90,250,52
42753,284711,274,98329,2,90,250,52
24642,302827,459,95474,1,45,250,52
33982,293483,220,97179,2,90,250,52
42407,285055,916,92305,1,45,250,52
42109,285363,165,95509,2,90,250,52
